938,"SELECT ra,dec,dered_u,dered_g,dered_r,dered_i,dered_z,Err_u,Err_g,Err_r,Err_i,Err_z,flags_r,run   FROM Galaxy   WHERE   ra BETWEEN # and # AND dec BETWEEN # and #"
2019-02-20 00:00:00,1
2019-02-20 00:03:00,1
2019-02-20 00:05:00,2
2019-02-20 00:07:00,2
2019-02-20 00:08:00,2
2019-02-20 00:09:00,1
2019-02-20 00:12:00,1
2019-02-20 00:13:00,2
2019-02-20 00:14:00,1
2019-02-20 00:18:00,2
2019-02-20 00:21:00,1
2019-02-20 00:23:00,2
2019-02-20 00:26:00,1
2019-02-20 00:28:00,1
2019-02-20 00:31:00,2
2019-02-20 00:35:00,2
2019-02-20 00:36:00,1
2019-02-20 00:37:00,2
2019-02-20 00:39:00,1
2019-02-20 00:43:00,2
2019-02-20 00:46:00,1
2019-02-20 00:48:00,1
2019-02-20 00:50:00,1
2019-02-20 00:52:00,1
2019-02-20 00:55:00,1
2019-02-20 00:57:00,2
2019-02-20 00:59:00,1
2019-02-20 01:01:00,6
2019-02-20 01:03:00,2
2019-02-20 01:06:00,3
2019-02-20 01:07:00,2
2019-02-20 01:08:00,1
2019-02-20 01:11:00,1
2019-02-20 01:13:00,1
2019-02-20 01:16:00,1
2019-02-20 01:17:00,1
2019-02-20 01:22:00,3
2019-02-20 01:24:00,5
2019-02-20 01:25:00,6
2019-02-20 01:28:00,1
2019-02-20 01:29:00,1
2019-02-20 01:33:00,1
2019-02-20 01:34:00,1
2019-02-20 01:37:00,1
2019-02-20 01:38:00,2
2019-02-20 01:42:00,1
2019-02-20 01:43:00,3
2019-02-20 01:48:00,3
2019-02-20 01:51:00,1
2019-02-20 01:52:00,1
2019-02-20 01:54:00,1
2019-02-20 01:55:00,3
2019-02-20 01:59:00,1
2019-02-20 02:00:00,1
2019-02-20 02:04:00,1
2019-02-20 02:05:00,3
2019-02-20 02:09:00,2
2019-02-20 02:11:00,1
2019-02-20 02:14:00,1
2019-02-20 02:15:00,1
2019-02-20 02:16:00,1
2019-02-20 02:19:00,1
2019-02-20 02:21:00,1
2019-02-20 02:23:00,2
2019-02-20 02:27:00,1
2019-02-20 02:28:00,1
2019-02-20 02:31:00,1
2019-02-20 02:32:00,2
2019-02-20 02:35:00,1
2019-02-20 02:36:00,1
2019-02-20 02:41:00,2
2019-02-20 02:44:00,1
2019-02-20 02:45:00,1
2019-02-20 02:49:00,2
2019-02-20 02:52:00,1
2019-02-20 02:53:00,2
2019-02-20 02:57:00,1
2019-02-20 02:58:00,1
2019-02-20 03:01:00,3
2019-02-20 03:02:00,1
2019-02-20 03:04:00,1
2019-02-20 03:06:00,1
2019-02-20 03:09:00,1
2019-02-20 03:12:00,2
2019-02-20 03:14:00,1
2019-02-20 03:17:00,5
2019-02-20 03:21:00,1
2019-02-20 03:22:00,2
2019-02-20 03:26:00,2
2019-02-20 03:29:00,1
2019-02-20 03:31:00,1
2019-02-20 03:34:00,1
2019-02-20 03:35:00,2
2019-02-20 03:38:00,1
2019-02-20 03:40:00,1
2019-02-20 03:41:00,1
2019-02-20 03:45:00,2
2019-02-20 03:49:00,1
2019-02-20 03:50:00,1
2019-02-20 03:54:00,3
2019-02-20 03:55:00,1
2019-02-20 03:58:00,1
2019-02-20 03:59:00,1
2019-02-20 04:03:00,2
2019-02-20 04:07:00,2
2019-02-20 04:08:00,3
2019-02-20 04:13:00,4
2019-02-20 04:17:00,1
2019-02-20 04:18:00,1
2019-02-20 04:21:00,2
2019-02-20 04:23:00,1
2019-02-20 04:25:00,1
2019-02-20 04:28:00,1
2019-02-20 04:30:00,2
2019-02-20 04:32:00,1
2019-02-20 04:35:00,2
2019-02-20 04:37:00,1
2019-02-20 04:40:00,1
2019-02-20 04:42:00,1
2019-02-20 04:45:00,1
2019-02-20 04:47:00,1
2019-02-20 04:51:00,2
2019-02-20 04:56:00,1
2019-02-20 04:57:00,1
2019-02-20 05:00:00,1
2019-02-20 05:01:00,1
2019-02-20 05:04:00,1
2019-02-20 05:05:00,1
2019-02-20 05:07:00,1
2019-02-20 05:09:00,2
2019-02-20 05:12:00,1
2019-02-20 05:13:00,1
2019-02-20 05:15:00,2
2019-02-20 05:18:00,1
2019-02-20 05:20:00,2
2019-02-20 05:22:00,1
2019-02-20 05:24:00,1
2019-02-20 05:25:00,2
2019-02-20 05:29:00,5
2019-02-20 05:30:00,1
2019-02-20 05:32:00,1
2019-02-20 05:36:00,2
2019-02-20 05:40:00,2
2019-02-20 05:44:00,1
2019-02-20 05:45:00,1
2019-02-20 05:49:00,3
2019-02-20 05:53:00,2
2019-02-20 05:54:00,1
2019-02-20 05:57:00,2
2019-02-20 05:59:00,1
2019-02-20 06:01:00,1
2019-02-20 06:04:00,1
2019-02-20 06:05:00,2
2019-02-20 06:08:00,1
2019-02-20 06:09:00,2
2019-02-20 06:13:00,2
2019-02-20 06:18:00,2
2019-02-20 06:22:00,1
2019-02-20 06:23:00,5
2019-02-20 06:25:00,1
2019-02-20 06:27:00,2
2019-02-20 06:30:00,1
2019-02-20 06:32:00,1
2019-02-20 06:35:00,2
2019-02-20 06:36:00,1
2019-02-20 06:39:00,1
2019-02-20 06:40:00,4
2019-02-20 06:43:00,1
2019-02-20 06:45:00,2
2019-02-20 06:46:00,1
2019-02-20 06:49:00,1
2019-02-20 06:50:00,4
2019-02-20 06:54:00,1
2019-02-20 06:55:00,1
2019-02-20 06:59:00,2
2019-02-20 07:03:00,1
2019-02-20 07:04:00,1
2019-02-20 07:05:00,1
2019-02-20 07:09:00,2
2019-02-20 07:14:00,2
2019-02-20 07:18:00,1
2019-02-20 07:19:00,1
2019-02-20 07:23:00,2
2019-02-20 07:26:00,1
2019-02-20 07:27:00,2
