3,"SELECT TOP # s.plate,s.mjd,s.fiberid FROM BESTDR9..SpecObj as s WHERE  s.z > # AND s.zWarning = # AND (s.class = &&&) AND s.z < #"
2019-02-20 20:13:00,1
2019-02-20 20:14:00,1
2019-02-20 20:29:00,1
