4,"select A.specObjID, A.plateid, A.mjd, A.fiberID, A.z, A.spectrotype, A.subclass into mydb.MyTable_# from galspecInfo as A where   A.z<# and    A.subclass=&&&"
2019-02-20 14:03:00,2
2019-02-20 14:04:00,2
