14093,"SELECT objid, cModelFlux_u, cModelFluxIvar_u, cModelFlux_g, cModelFluxIvar_g, cModelFlux_r, cModelFluxIvar_r, cModelFlux_i, cModelFluxIvar_i, cModelFlux_z, cModelFluxIvar_z FROM PhotoObj WHERE objid=#"
2019-02-20 01:45:00,30
2019-02-20 01:46:00,26
2019-02-20 01:47:00,28
2019-02-20 01:48:00,29
2019-02-20 01:49:00,28
2019-02-20 01:50:00,28
2019-02-20 01:51:00,30
2019-02-20 01:52:00,26
2019-02-20 01:53:00,27
2019-02-20 01:54:00,28
2019-02-20 01:55:00,27
2019-02-20 01:56:00,29
2019-02-20 01:57:00,27
2019-02-20 01:58:00,28
2019-02-20 01:59:00,30
2019-02-20 02:00:00,26
2019-02-20 02:01:00,28
2019-02-20 02:02:00,24
2019-02-20 02:03:00,29
2019-02-20 02:04:00,28
2019-02-20 02:05:00,29
2019-02-20 02:06:00,29
2019-02-20 02:07:00,27
2019-02-20 02:08:00,28
2019-02-20 02:09:00,28
2019-02-20 02:10:00,28
2019-02-20 02:11:00,26
2019-02-20 02:12:00,28
2019-02-20 02:13:00,27
2019-02-20 02:14:00,28
2019-02-20 02:15:00,29
2019-02-20 02:16:00,28
2019-02-20 02:17:00,29
2019-02-20 02:18:00,29
2019-02-20 02:19:00,29
2019-02-20 02:20:00,27
2019-02-20 02:21:00,27
2019-02-20 02:22:00,31
2019-02-20 02:23:00,28
2019-02-20 02:24:00,29
2019-02-20 02:25:00,27
2019-02-20 02:26:00,28
2019-02-20 02:27:00,28
2019-02-20 02:28:00,30
2019-02-20 02:29:00,27
2019-02-20 02:30:00,30
2019-02-20 02:31:00,28
2019-02-20 02:32:00,27
2019-02-20 02:33:00,27
2019-02-20 02:34:00,32
2019-02-20 02:35:00,26
2019-02-20 02:36:00,29
2019-02-20 02:37:00,26
2019-02-20 02:38:00,29
2019-02-20 02:39:00,28
2019-02-20 02:40:00,27
2019-02-20 02:41:00,29
2019-02-20 02:42:00,27
2019-02-20 02:43:00,28
2019-02-20 02:44:00,29
2019-02-20 02:45:00,27
2019-02-20 02:46:00,27
2019-02-20 02:47:00,29
2019-02-20 02:48:00,26
2019-02-20 02:49:00,25
2019-02-20 02:50:00,30
2019-02-20 02:51:00,28
2019-02-20 02:52:00,26
2019-02-20 02:53:00,29
2019-02-20 02:54:00,27
2019-02-20 02:55:00,27
2019-02-20 02:56:00,30
2019-02-20 02:57:00,27
2019-02-20 02:58:00,29
2019-02-20 02:59:00,30
2019-02-20 03:00:00,26
2019-02-20 03:01:00,28
2019-02-20 03:02:00,27
2019-02-20 03:03:00,28
2019-02-20 03:04:00,29
2019-02-20 03:05:00,26
2019-02-20 03:06:00,27
2019-02-20 03:07:00,30
2019-02-20 03:08:00,27
2019-02-20 03:09:00,30
2019-02-20 03:10:00,28
2019-02-20 03:11:00,28
2019-02-20 03:12:00,27
2019-02-20 03:13:00,27
2019-02-20 03:14:00,29
2019-02-20 03:15:00,27
2019-02-20 03:16:00,26
2019-02-20 03:17:00,26
2019-02-20 03:18:00,28
2019-02-20 03:19:00,26
2019-02-20 03:20:00,28
2019-02-20 03:21:00,25
2019-02-20 03:22:00,25
2019-02-20 03:23:00,28
2019-02-20 03:24:00,28
2019-02-20 03:25:00,29
2019-02-20 03:26:00,32
2019-02-20 03:27:00,26
2019-02-20 03:28:00,30
2019-02-20 03:29:00,28
2019-02-20 03:30:00,28
2019-02-20 03:31:00,32
2019-02-20 03:32:00,28
2019-02-20 03:33:00,28
2019-02-20 03:34:00,28
2019-02-20 03:35:00,30
2019-02-20 03:36:00,27
2019-02-20 03:37:00,29
2019-02-20 03:38:00,25
2019-02-20 03:39:00,28
2019-02-20 03:40:00,28
2019-02-20 03:41:00,29
2019-02-20 03:42:00,28
2019-02-20 03:43:00,26
2019-02-20 03:44:00,28
2019-02-20 03:45:00,29
2019-02-20 03:46:00,27
2019-02-20 03:47:00,29
2019-02-20 03:48:00,27
2019-02-20 03:49:00,29
2019-02-20 03:50:00,29
2019-02-20 03:51:00,26
2019-02-20 03:52:00,29
2019-02-20 03:53:00,28
2019-02-20 03:54:00,27
2019-02-20 03:55:00,29
2019-02-20 03:56:00,28
2019-02-20 03:57:00,27
2019-02-20 03:58:00,27
2019-02-20 03:59:00,28
2019-02-20 04:00:00,28
2019-02-20 04:01:00,28
2019-02-20 04:02:00,28
2019-02-20 04:03:00,29
2019-02-20 04:04:00,25
2019-02-20 04:05:00,18
2019-02-20 04:06:00,27
2019-02-20 04:07:00,26
2019-02-20 04:08:00,27
2019-02-20 04:09:00,28
2019-02-20 04:10:00,29
2019-02-20 04:11:00,28
2019-02-20 04:12:00,29
2019-02-20 04:13:00,28
2019-02-20 04:14:00,27
2019-02-20 04:15:00,29
2019-02-20 04:16:00,27
2019-02-20 04:17:00,30
2019-02-20 04:18:00,28
2019-02-20 04:19:00,28
2019-02-20 04:20:00,27
2019-02-20 04:21:00,29
2019-02-20 04:22:00,26
2019-02-20 04:23:00,28
2019-02-20 04:24:00,26
2019-02-20 04:25:00,26
2019-02-20 04:26:00,26
2019-02-20 04:27:00,27
2019-02-20 04:28:00,28
2019-02-20 04:29:00,27
2019-02-20 04:30:00,28
2019-02-20 04:31:00,27
2019-02-20 04:32:00,26
2019-02-20 04:33:00,28
2019-02-20 04:34:00,29
2019-02-20 04:35:00,31
2019-02-20 04:36:00,30
2019-02-20 04:37:00,27
2019-02-20 04:38:00,27
2019-02-20 04:39:00,29
2019-02-20 04:40:00,27
2019-02-20 04:41:00,27
2019-02-20 04:42:00,28
2019-02-20 04:43:00,25
2019-02-20 04:44:00,28
2019-02-20 04:45:00,27
2019-02-20 04:46:00,30
2019-02-20 04:47:00,29
2019-02-20 04:48:00,27
2019-02-20 04:49:00,25
2019-02-20 04:50:00,29
2019-02-20 04:51:00,31
2019-02-20 04:52:00,29
2019-02-20 04:53:00,27
2019-02-20 04:54:00,28
2019-02-20 04:55:00,29
2019-02-20 04:56:00,28
2019-02-20 04:57:00,27
2019-02-20 04:58:00,28
2019-02-20 04:59:00,29
2019-02-20 05:00:00,28
2019-02-20 05:01:00,26
2019-02-20 05:02:00,27
2019-02-20 05:03:00,28
2019-02-20 05:04:00,28
2019-02-20 05:05:00,20
2019-02-20 05:06:00,29
2019-02-20 05:07:00,27
2019-02-20 05:08:00,29
2019-02-20 05:09:00,26
2019-02-20 05:10:00,27
2019-02-20 05:11:00,29
2019-02-20 05:12:00,28
2019-02-20 05:13:00,29
2019-02-20 05:14:00,28
2019-02-20 05:15:00,28
2019-02-20 05:16:00,31
2019-02-20 05:17:00,26
2019-02-20 05:18:00,26
2019-02-20 05:19:00,27
2019-02-20 05:20:00,29
2019-02-20 05:21:00,28
2019-02-20 05:22:00,27
2019-02-20 05:23:00,26
2019-02-20 05:24:00,29
2019-02-20 05:25:00,27
2019-02-20 05:26:00,27
2019-02-20 05:27:00,29
2019-02-20 05:28:00,30
2019-02-20 05:29:00,26
2019-02-20 05:30:00,26
2019-02-20 05:31:00,28
2019-02-20 05:32:00,30
2019-02-20 05:33:00,29
2019-02-20 05:34:00,30
2019-02-20 05:35:00,27
2019-02-20 05:36:00,27
2019-02-20 05:37:00,26
2019-02-20 05:38:00,26
2019-02-20 05:39:00,29
2019-02-20 05:40:00,28
2019-02-20 05:41:00,28
2019-02-20 05:42:00,30
2019-02-20 05:43:00,27
2019-02-20 05:44:00,28
2019-02-20 05:45:00,30
2019-02-20 05:46:00,29
2019-02-20 05:47:00,26
2019-02-20 05:48:00,29
2019-02-20 05:49:00,28
2019-02-20 05:50:00,27
2019-02-20 05:51:00,26
2019-02-20 05:52:00,22
2019-02-20 05:53:00,27
2019-02-20 05:54:00,28
2019-02-20 05:55:00,28
2019-02-20 05:56:00,27
2019-02-20 05:57:00,25
2019-02-20 05:58:00,28
2019-02-20 05:59:00,32
2019-02-20 06:00:00,26
2019-02-20 06:01:00,27
2019-02-20 06:02:00,27
2019-02-20 06:03:00,27
2019-02-20 06:04:00,25
2019-02-20 06:05:00,27
2019-02-20 06:06:00,25
2019-02-20 06:07:00,27
2019-02-20 06:08:00,28
2019-02-20 06:09:00,28
2019-02-20 06:10:00,25
2019-02-20 06:11:00,25
2019-02-20 06:12:00,27
2019-02-20 06:13:00,22
2019-02-20 06:14:00,26
2019-02-20 06:15:00,30
2019-02-20 06:16:00,25
2019-02-20 06:17:00,28
2019-02-20 06:18:00,28
2019-02-20 06:19:00,30
2019-02-20 06:20:00,26
2019-02-20 06:21:00,4
2019-02-20 10:16:00,22
2019-02-20 10:17:00,28
2019-02-20 10:18:00,27
2019-02-20 10:19:00,27
2019-02-20 10:20:00,30
2019-02-20 10:21:00,28
2019-02-20 10:22:00,30
2019-02-20 10:23:00,28
2019-02-20 10:24:00,26
2019-02-20 10:25:00,13
2019-02-20 10:27:00,26
2019-02-20 10:28:00,30
2019-02-20 10:29:00,28
2019-02-20 10:30:00,27
2019-02-20 10:31:00,28
2019-02-20 10:32:00,26
2019-02-20 10:33:00,27
2019-02-20 10:34:00,26
2019-02-20 10:35:00,28
2019-02-20 10:36:00,25
2019-02-20 10:37:00,26
2019-02-20 10:38:00,25
2019-02-20 10:39:00,27
2019-02-20 10:40:00,28
2019-02-20 10:41:00,25
2019-02-20 10:42:00,26
2019-02-20 10:43:00,25
2019-02-20 10:44:00,28
2019-02-20 10:45:00,28
2019-02-20 10:46:00,28
2019-02-20 10:47:00,26
2019-02-20 10:48:00,28
2019-02-20 10:49:00,27
2019-02-20 10:50:00,29
2019-02-20 10:51:00,30
2019-02-20 10:52:00,29
2019-02-20 10:53:00,28
2019-02-20 10:54:00,28
2019-02-20 10:55:00,28
2019-02-20 10:56:00,29
2019-02-20 10:57:00,27
2019-02-20 10:58:00,28
2019-02-20 10:59:00,26
2019-02-20 11:00:00,25
2019-02-20 11:01:00,14
2019-02-20 11:06:00,20
2019-02-20 11:07:00,29
2019-02-20 11:08:00,25
2019-02-20 11:09:00,28
2019-02-20 11:10:00,25
2019-02-20 11:11:00,30
2019-02-20 11:12:00,28
2019-02-20 11:13:00,27
2019-02-20 11:14:00,28
2019-02-20 11:15:00,28
2019-02-20 11:16:00,29
2019-02-20 11:17:00,28
2019-02-20 11:18:00,27
2019-02-20 11:19:00,26
2019-02-20 11:20:00,28
2019-02-20 11:21:00,25
2019-02-20 11:22:00,25
2019-02-20 11:23:00,24
2019-02-20 11:24:00,29
2019-02-20 11:25:00,26
2019-02-20 11:26:00,26
2019-02-20 11:27:00,31
2019-02-20 11:28:00,28
2019-02-20 11:29:00,28
2019-02-20 11:30:00,29
2019-02-20 11:31:00,27
2019-02-20 11:32:00,26
2019-02-20 11:33:00,30
2019-02-20 11:34:00,28
2019-02-20 11:35:00,25
2019-02-20 11:36:00,30
2019-02-20 11:37:00,27
2019-02-20 11:38:00,30
2019-02-20 11:39:00,28
2019-02-20 11:40:00,29
2019-02-20 11:41:00,27
2019-02-20 11:42:00,29
2019-02-20 11:43:00,29
2019-02-20 11:44:00,27
2019-02-20 11:45:00,29
2019-02-20 11:46:00,29
2019-02-20 11:47:00,27
2019-02-20 11:48:00,26
2019-02-20 11:49:00,27
2019-02-20 11:50:00,28
2019-02-20 11:51:00,29
2019-02-20 11:52:00,26
2019-02-20 11:53:00,29
2019-02-20 11:54:00,28
2019-02-20 11:55:00,27
2019-02-20 11:56:00,27
2019-02-20 11:57:00,29
2019-02-20 11:58:00,28
2019-02-20 11:59:00,27
2019-02-20 12:00:00,29
2019-02-20 12:01:00,29
2019-02-20 12:02:00,27
2019-02-20 12:03:00,29
2019-02-20 12:04:00,28
2019-02-20 12:05:00,25
2019-02-20 12:06:00,27
2019-02-20 12:07:00,28
2019-02-20 12:08:00,28
2019-02-20 12:09:00,7
2019-02-20 12:10:00,27
2019-02-20 12:11:00,28
2019-02-20 12:12:00,28
2019-02-20 12:13:00,27
2019-02-20 12:14:00,28
2019-02-20 12:15:00,20
2019-02-20 12:16:00,28
2019-02-20 12:17:00,26
2019-02-20 12:18:00,30
2019-02-20 12:19:00,25
2019-02-20 12:20:00,31
2019-02-20 12:21:00,26
2019-02-20 12:22:00,18
2019-02-20 12:23:00,28
2019-02-20 12:24:00,30
2019-02-20 12:25:00,28
2019-02-20 12:26:00,25
2019-02-20 12:27:00,29
2019-02-20 12:28:00,26
2019-02-20 12:29:00,29
2019-02-20 12:31:00,24
2019-02-20 12:32:00,29
