1351,"SELECT  &&& + cast(p.objId as varchar(#)) + &&& + cast(p.objId as varchar(#)) + &&& as objID,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-02-20 00:04:00,1
2019-02-20 00:06:00,6
2019-02-20 00:08:00,2
2019-02-20 00:14:00,1
2019-02-20 00:16:00,6
2019-02-20 00:18:00,2
2019-02-20 00:24:00,1
2019-02-20 00:26:00,6
2019-02-20 00:28:00,2
2019-02-20 00:34:00,1
2019-02-20 00:36:00,6
2019-02-20 00:38:00,2
2019-02-20 00:44:00,1
2019-02-20 00:46:00,6
2019-02-20 00:48:00,2
2019-02-20 00:54:00,1
2019-02-20 00:56:00,6
2019-02-20 00:58:00,2
2019-02-20 01:04:00,1
2019-02-20 01:06:00,6
2019-02-20 01:08:00,2
2019-02-20 01:14:00,1
2019-02-20 01:16:00,6
2019-02-20 01:18:00,2
2019-02-20 01:24:00,1
2019-02-20 01:26:00,6
2019-02-20 01:28:00,2
2019-02-20 01:34:00,1
2019-02-20 01:36:00,6
2019-02-20 01:38:00,2
2019-02-20 01:44:00,1
2019-02-20 01:46:00,6
2019-02-20 01:48:00,2
2019-02-20 01:54:00,1
2019-02-20 01:56:00,6
2019-02-20 01:58:00,2
2019-02-20 02:04:00,1
2019-02-20 02:06:00,7
2019-02-20 02:08:00,1
2019-02-20 02:09:00,1
2019-02-20 02:14:00,1
2019-02-20 02:16:00,6
2019-02-20 02:18:00,2
2019-02-20 02:24:00,1
2019-02-20 02:26:00,6
2019-02-20 02:28:00,2
2019-02-20 02:34:00,1
2019-02-20 02:36:00,8
2019-02-20 02:38:00,2
2019-02-20 02:44:00,1
2019-02-20 02:46:00,8
2019-02-20 02:48:00,2
2019-02-20 02:54:00,1
2019-02-20 02:56:00,8
2019-02-20 02:58:00,2
2019-02-20 03:04:00,1
2019-02-20 03:06:00,6
2019-02-20 03:08:00,2
2019-02-20 03:14:00,1
2019-02-20 03:16:00,6
2019-02-20 03:18:00,2
2019-02-20 03:24:00,1
2019-02-20 03:26:00,6
2019-02-20 03:28:00,2
2019-02-20 03:34:00,1
2019-02-20 03:36:00,6
2019-02-20 03:38:00,2
2019-02-20 03:44:00,1
2019-02-20 03:46:00,6
2019-02-20 03:48:00,2
2019-02-20 03:54:00,1
2019-02-20 03:56:00,6
2019-02-20 03:58:00,2
2019-02-20 04:04:00,1
2019-02-20 04:06:00,6
2019-02-20 04:08:00,2
2019-02-20 04:14:00,1
2019-02-20 04:16:00,6
2019-02-20 04:18:00,1
2019-02-20 04:19:00,1
2019-02-20 04:24:00,1
2019-02-20 04:26:00,7
2019-02-20 04:28:00,1
2019-02-20 04:29:00,1
2019-02-20 04:34:00,1
2019-02-20 04:36:00,6
2019-02-20 04:38:00,1
2019-02-20 04:39:00,1
2019-02-20 04:44:00,1
2019-02-20 04:46:00,6
2019-02-20 04:48:00,1
2019-02-20 04:49:00,1
2019-02-20 04:54:00,1
2019-02-20 04:56:00,2
2019-02-20 04:57:00,7
2019-02-20 04:58:00,1
2019-02-20 04:59:00,1
2019-02-20 05:04:00,1
2019-02-20 05:06:00,2
2019-02-20 05:07:00,5
2019-02-20 05:08:00,1
2019-02-20 05:09:00,1
2019-02-20 05:14:00,1
2019-02-20 05:16:00,1
2019-02-20 05:17:00,5
2019-02-20 05:18:00,1
2019-02-20 05:19:00,1
2019-02-20 05:24:00,1
2019-02-20 05:26:00,1
2019-02-20 05:27:00,5
2019-02-20 05:28:00,1
2019-02-20 05:29:00,1
2019-02-20 05:34:00,1
2019-02-20 05:36:00,1
2019-02-20 05:37:00,5
2019-02-20 05:38:00,1
2019-02-20 05:39:00,1
2019-02-20 05:44:00,1
2019-02-20 05:46:00,1
2019-02-20 05:47:00,5
2019-02-20 05:48:00,1
2019-02-20 05:49:00,1
2019-02-20 05:54:00,1
2019-02-20 05:56:00,1
2019-02-20 05:57:00,5
2019-02-20 05:58:00,1
2019-02-20 05:59:00,1
2019-02-20 06:04:00,1
2019-02-20 06:06:00,1
2019-02-20 06:07:00,5
2019-02-20 06:08:00,1
2019-02-20 06:09:00,1
2019-02-20 06:14:00,1
2019-02-20 06:16:00,1
2019-02-20 06:17:00,5
2019-02-20 06:18:00,1
2019-02-20 06:19:00,1
2019-02-20 06:24:00,1
2019-02-20 06:26:00,1
2019-02-20 06:27:00,7
2019-02-20 06:28:00,1
