446,"select [indexMapID],[code],[type],[tableName],[fieldList],[foreignKey] from IndexMap  where tableName=&&& order by [indexMapId]"
2019-02-20 00:57:00,18
2019-02-20 01:04:00,42
2019-02-20 01:37:00,42
2019-02-20 04:12:00,42
2019-02-20 07:16:00,42
2019-02-20 08:23:00,18
2019-02-20 08:24:00,18
2019-02-20 09:42:00,42
2019-02-20 13:06:00,18
2019-02-20 14:04:00,42
2019-02-20 18:59:00,18
2019-02-20 19:13:00,9
2019-02-20 19:14:00,14
2019-02-20 19:15:00,15
2019-02-20 19:16:00,4
2019-02-20 20:43:00,20
2019-02-20 21:21:00,42
