20,"SELECT p.ra , p.dec, p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, p.nMgyPerCount_u, p.nMgyPerCount_g, p.nMgyPerCount_r, p.nMgyPerCount_i, p.nMgyPerCount_z FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-02-20 16:19:00,1
2019-02-20 16:21:00,1
2019-02-20 16:36:00,1
2019-02-20 16:49:00,1
2019-02-20 16:59:00,1
2019-02-20 17:01:00,2
2019-02-20 17:14:00,1
2019-02-20 17:59:00,1
2019-02-20 18:27:00,1
2019-02-20 19:12:00,1
2019-02-20 19:35:00,1
2019-02-20 20:38:00,1
2019-02-20 20:57:00,1
2019-02-20 21:19:00,2
2019-02-20 21:23:00,1
2019-02-20 21:24:00,1
2019-02-20 21:25:00,2
