465,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-02-20 00:57:00,1
2019-02-20 01:57:00,1
2019-02-20 02:57:00,1
2019-02-20 03:15:00,1
2019-02-20 03:17:00,1
2019-02-20 03:20:00,1
2019-02-20 03:25:00,1
2019-02-20 03:27:00,1
2019-02-20 03:33:00,1
2019-02-20 03:37:00,1
2019-02-20 03:45:00,1
2019-02-20 03:49:00,81
2019-02-20 03:50:00,35
2019-02-20 03:52:00,45
2019-02-20 03:56:00,9
2019-02-20 03:57:00,1
2019-02-20 04:03:00,9
2019-02-20 04:06:00,9
2019-02-20 04:27:00,9
2019-02-20 04:34:00,1
2019-02-20 04:35:00,1
2019-02-20 04:36:00,1
2019-02-20 04:44:00,100
2019-02-20 04:47:00,9
2019-02-20 04:59:00,1
2019-02-20 05:15:00,9
2019-02-20 05:56:00,1
2019-02-20 05:59:00,9
2019-02-20 06:00:00,1
2019-02-20 06:07:00,1
2019-02-20 06:09:00,1
2019-02-20 06:41:00,1
2019-02-20 06:42:00,1
2019-02-20 06:43:00,1
2019-02-20 06:47:00,1
2019-02-20 06:49:00,1
2019-02-20 06:51:00,1
2019-02-20 06:54:00,1
2019-02-20 06:56:00,1
2019-02-20 07:38:00,3
2019-02-20 07:39:00,6
2019-02-20 07:56:00,1
2019-02-20 08:13:00,1
2019-02-20 08:57:00,1
2019-02-20 09:26:00,1
2019-02-20 09:58:00,1
2019-02-20 10:46:00,1
2019-02-20 10:50:00,1
2019-02-20 10:53:00,1
2019-02-20 10:56:00,1
2019-02-20 10:57:00,1
2019-02-20 10:58:00,2
2019-02-20 11:02:00,1
2019-02-20 11:04:00,1
2019-02-20 11:06:00,1
2019-02-20 11:13:00,1
2019-02-20 11:26:00,2
2019-02-20 11:29:00,1
2019-02-20 11:33:00,1
2019-02-20 11:50:00,1
2019-02-20 11:51:00,1
2019-02-20 11:52:00,2
2019-02-20 11:54:00,2
2019-02-20 11:55:00,1
2019-02-20 11:57:00,1
2019-02-20 11:58:00,2
2019-02-20 12:00:00,1
2019-02-20 12:01:00,1
2019-02-20 12:04:00,1
2019-02-20 12:05:00,1
2019-02-20 12:06:00,1
2019-02-20 12:07:00,1
2019-02-20 12:08:00,1
2019-02-20 12:09:00,1
2019-02-20 12:11:00,1
2019-02-20 12:12:00,1
2019-02-20 12:13:00,2
2019-02-20 12:17:00,1
2019-02-20 12:18:00,1
2019-02-20 12:19:00,1
2019-02-20 12:25:00,1
2019-02-20 12:26:00,1
2019-02-20 12:27:00,1
2019-02-20 12:29:00,1
2019-02-20 12:57:00,1
2019-02-20 13:40:00,9
2019-02-20 13:56:00,1
2019-02-20 14:58:00,1
2019-02-20 15:59:00,1
2019-02-20 16:24:00,1
2019-02-20 16:25:00,1
2019-02-20 16:26:00,1
2019-02-20 16:27:00,1
2019-02-20 16:28:00,1
2019-02-20 16:29:00,1
2019-02-20 16:30:00,1
2019-02-20 16:31:00,1
2019-02-20 16:32:00,1
2019-02-20 16:33:00,1
2019-02-20 16:34:00,1
2019-02-20 16:35:00,1
2019-02-20 16:36:00,1
2019-02-20 16:39:00,1
2019-02-20 16:42:00,1
2019-02-20 16:43:00,1
2019-02-20 16:44:00,1
2019-02-20 16:45:00,1
2019-02-20 16:46:00,1
2019-02-20 16:48:00,9
2019-02-20 16:49:00,1
2019-02-20 16:50:00,1
2019-02-20 16:52:00,9
2019-02-20 16:57:00,1
2019-02-20 17:57:00,1
2019-02-20 18:56:00,1
