308,"SELECT objid, aperFlux7_u, aperFlux7Ivar_u, aperFlux7_g, aperFlux7Ivar_g, aperFlux7_r, aperFlux7Ivar_r, aperFlux7_i, aperFlux7Ivar_i, aperFlux7_z, aperFlux7Ivar_z FROM PhotoObj WHERE objid=#"
2019-02-20 10:12:00,17
2019-02-20 10:13:00,25
2019-02-20 10:14:00,12
2019-02-20 18:44:00,17
2019-02-20 18:45:00,10
2019-02-20 18:46:00,14
2019-02-20 18:48:00,11
2019-02-20 18:49:00,43
2019-02-20 18:50:00,27
2019-02-20 18:55:00,28
2019-02-20 18:56:00,77
2019-02-20 18:57:00,26
2019-02-20 19:01:00,1
