10,"SELECT TOP # p.objId,p.ra,p.dec,p.petror9#_r, p.g, p.r, p.z   FROM galaxy AS p    JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE p.u BETWEEN # AND #   AND p.g BETWEEN # AND #  AND p.petror9#_r > #"
2019-02-20 13:56:00,1
2019-02-20 13:59:00,1
2019-02-20 14:00:00,1
2019-02-20 14:01:00,1
2019-02-20 18:41:00,1
2019-02-20 18:42:00,3
2019-02-20 18:43:00,1
2019-02-20 18:57:00,1
