24,select * from lahman_batting
2019-02-20 15:52:00,1
2019-02-20 15:55:00,1
2019-02-20 15:56:00,1
2019-02-20 15:57:00,1
2019-02-20 15:59:00,1
2019-02-20 16:03:00,1
2019-02-20 16:04:00,2
2019-02-20 16:05:00,1
2019-02-20 16:10:00,1
2019-02-20 16:11:00,1
2019-02-20 16:12:00,3
2019-02-20 16:13:00,1
2019-02-20 16:14:00,3
2019-02-20 16:26:00,2
2019-02-20 16:47:00,1
2019-02-20 16:49:00,1
2019-02-20 16:50:00,1
2019-02-20 16:54:00,1
