402,"SELECT   p.objid,p.ra,p.dec,p.r,   s.specobjid,s.z,   dbo.fSpecZWarningN(s.zWarning) as warning,   s.plate, s.mjd, s.fiberid   FROM PhotoObj AS p   JOIN SpecObj AS s ON s.bestobjid = p.objid   WHERE   p.ra < #+# and p.ra > #-#   AND p.dec < #+# and p.dec > #-#"
2019-02-20 05:40:00,1
2019-02-20 05:41:00,1
2019-02-20 05:44:00,1
2019-02-20 05:46:00,1
2019-02-20 05:48:00,1
2019-02-20 05:51:00,1
2019-02-20 05:55:00,1
2019-02-20 05:56:00,1
2019-02-20 05:57:00,1
2019-02-20 05:59:00,1
2019-02-20 06:01:00,1
2019-02-20 06:02:00,1
2019-02-20 06:05:00,1
2019-02-20 06:07:00,1
2019-02-20 06:09:00,1
2019-02-20 06:11:00,1
2019-02-20 06:19:00,1
2019-02-20 06:20:00,1
2019-02-20 06:21:00,1
2019-02-20 06:24:00,1
2019-02-20 06:30:00,1
2019-02-20 06:32:00,1
2019-02-20 06:38:00,1
2019-02-20 06:39:00,1
2019-02-20 06:42:00,1
2019-02-20 06:43:00,1
2019-02-20 06:45:00,1
2019-02-20 06:46:00,1
2019-02-20 06:50:00,1
2019-02-20 06:53:00,1
2019-02-20 06:55:00,1
2019-02-20 06:56:00,1
2019-02-20 06:58:00,1
2019-02-20 07:00:00,1
2019-02-20 07:02:00,1
2019-02-20 07:03:00,1
2019-02-20 07:04:00,1
2019-02-20 07:05:00,1
2019-02-20 07:08:00,1
2019-02-20 07:09:00,1
2019-02-20 07:12:00,1
2019-02-20 07:13:00,1
2019-02-20 07:15:00,1
2019-02-20 07:17:00,1
2019-02-20 07:19:00,1
2019-02-20 07:21:00,1
2019-02-20 07:23:00,1
2019-02-20 07:25:00,1
2019-02-20 07:27:00,1
2019-02-20 07:28:00,1
2019-02-20 07:30:00,1
2019-02-20 07:31:00,1
2019-02-20 07:32:00,1
2019-02-20 07:35:00,1
2019-02-20 07:36:00,1
2019-02-20 07:37:00,1
2019-02-20 07:38:00,1
2019-02-20 07:40:00,1
2019-02-20 07:41:00,1
2019-02-20 07:44:00,1
2019-02-20 07:45:00,1
2019-02-20 07:49:00,1
2019-02-20 08:00:00,1
2019-02-20 08:01:00,1
2019-02-20 08:04:00,1
2019-02-20 08:05:00,1
2019-02-20 08:08:00,1
2019-02-20 08:09:00,1
2019-02-20 08:10:00,1
2019-02-20 08:11:00,1
2019-02-20 08:13:00,1
2019-02-20 08:18:00,1
2019-02-20 08:20:00,1
2019-02-20 08:21:00,1
2019-02-20 08:22:00,1
2019-02-20 08:24:00,1
2019-02-20 08:25:00,1
2019-02-20 08:26:00,1
2019-02-20 08:27:00,1
2019-02-20 08:29:00,1
2019-02-20 08:30:00,1
2019-02-20 08:32:00,1
2019-02-20 08:34:00,1
2019-02-20 08:35:00,1
2019-02-20 08:36:00,1
2019-02-20 08:39:00,1
2019-02-20 08:41:00,1
2019-02-20 08:43:00,1
2019-02-20 08:45:00,1
2019-02-20 08:46:00,1
2019-02-20 08:47:00,1
2019-02-20 08:48:00,1
2019-02-20 08:49:00,1
2019-02-20 08:50:00,1
2019-02-20 08:51:00,1
2019-02-20 08:52:00,1
2019-02-20 08:53:00,1
2019-02-20 08:54:00,1
2019-02-20 08:56:00,1
2019-02-20 08:57:00,1
2019-02-20 09:00:00,1
2019-02-20 09:02:00,1
