26,"select psf2GSigma1_u, psf2GSigma1_g, psf2GSigma1_r, psf2GSigma1_i, psf2GSigma1_z, psf2GSigma2_u, psf2GSigma2_g, psf2GSigma2_r, psf2GSigma2_i, psf2GSigma2_z, psf2GB_u, psf2GB_g,psf2GB_r, psf2GB_i, psf2GB_z, psfWidth_u, psfWidth_g, psfWidth_r, psfWidth_i, psfWidth_z from Field where run = # and rerun = # and camcol = # and field = #"
2019-02-20 16:07:00,1
2019-02-20 16:17:00,1
2019-02-20 16:18:00,1
2019-02-20 16:20:00,1
2019-02-20 16:36:00,1
2019-02-20 16:49:00,1
2019-02-20 16:59:00,1
2019-02-20 17:01:00,2
2019-02-20 17:14:00,1
2019-02-20 17:59:00,1
2019-02-20 18:27:00,1
2019-02-20 18:42:00,1
2019-02-20 18:44:00,1
2019-02-20 18:46:00,1
2019-02-20 19:12:00,1
2019-02-20 19:35:00,1
2019-02-20 19:36:00,1
2019-02-20 20:37:00,1
2019-02-20 20:38:00,1
2019-02-20 21:19:00,2
2019-02-20 21:23:00,2
2019-02-20 21:25:00,2
