42,select * from Field where fieldId=#
2019-11-18 00:15:00,1
2019-11-18 01:18:00,1
2019-11-18 02:13:00,1
2019-11-18 02:32:00,1
2019-11-18 02:46:00,1
2019-11-18 02:57:00,1
2019-11-18 03:03:00,1
2019-11-18 03:10:00,1
2019-11-18 03:27:00,1
2019-11-18 03:49:00,1
2019-11-18 04:36:00,1
2019-11-18 05:46:00,1
2019-11-18 05:51:00,1
2019-11-18 05:59:00,1
2019-11-18 07:08:00,1
2019-11-18 07:16:00,1
2019-11-18 07:18:00,1
2019-11-18 07:35:00,1
2019-11-18 10:35:00,1
2019-11-18 10:59:00,1
2019-11-18 11:58:00,1
2019-11-18 13:02:00,1
2019-11-18 13:41:00,1
2019-11-18 13:50:00,1
2019-11-18 13:59:00,1
2019-11-18 16:25:00,1
2019-11-18 17:25:00,1
2019-11-18 17:39:00,1
2019-11-18 18:03:00,1
2019-11-18 19:09:00,1
2019-11-18 19:36:00,1
2019-11-18 20:49:00,1
2019-11-18 20:59:00,1
2019-11-18 21:04:00,1
2019-11-18 21:10:00,1
2019-11-18 21:17:00,1
2019-11-18 21:24:00,1
2019-11-18 21:43:00,1
2019-11-18 22:20:00,1
2019-11-18 22:26:00,1
2019-11-18 22:32:00,1
2019-11-18 23:36:00,1
