378,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-11-18 00:25:00,1
2019-11-18 06:15:00,1
2019-11-18 06:25:00,5
2019-11-18 07:35:00,4
2019-11-18 09:30:00,1
2019-11-18 09:40:00,19
2019-11-18 12:35:00,4
2019-11-18 15:20:00,4
2019-11-18 15:45:00,11
2019-11-18 15:46:00,7
2019-11-18 15:47:00,13
2019-11-18 15:48:00,6
2019-11-18 15:49:00,23
2019-11-18 15:50:00,4
2019-11-18 16:07:00,1
2019-11-18 16:08:00,36
2019-11-18 16:09:00,33
2019-11-18 16:10:00,37
2019-11-18 16:11:00,37
2019-11-18 16:12:00,39
2019-11-18 16:13:00,36
2019-11-18 16:14:00,34
2019-11-18 16:15:00,3
2019-11-18 16:20:00,1
2019-11-18 18:15:00,7
2019-11-18 21:30:00,11
