15,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-11-18 14:57:00,1
2019-11-18 15:02:00,2
2019-11-18 15:05:00,1
2019-11-18 15:07:00,1
2019-11-18 15:16:00,1
2019-11-18 15:19:00,1
2019-11-18 15:23:00,1
2019-11-18 15:30:00,1
2019-11-18 15:33:00,1
2019-11-18 15:39:00,1
2019-11-18 15:44:00,1
2019-11-18 15:51:00,1
2019-11-18 15:55:00,1
2019-11-18 16:05:00,1
