55,"SELECT p.objId,p.ra,p.dec,p.petror9#_r, p.expAB_r,     p.dered_u as u, p.dered_g as g, p.dered_r as r, p.dered_i as i,      s.z, s.plate, s.mjd, s.fiberid FROM galaxy AS p    JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE p.petror9#_r > #   and p.ra between # and #   and s.z between # and #   and p.g < #"
2019-11-18 05:22:00,1
2019-11-18 05:25:00,1
2019-11-18 05:26:00,1
2019-11-18 05:38:00,1
2019-11-18 05:43:00,1
2019-11-18 05:51:00,1
2019-11-18 06:18:00,1
2019-11-18 06:28:00,1
2019-11-18 06:30:00,1
2019-11-18 06:32:00,1
2019-11-18 06:34:00,1
2019-11-18 06:36:00,1
2019-11-18 06:49:00,1
2019-11-18 08:37:00,1
2019-11-18 08:40:00,1
2019-11-18 08:43:00,1
2019-11-18 10:05:00,2
2019-11-18 10:07:00,5
2019-11-18 10:12:00,3
2019-11-18 10:13:00,1
2019-11-18 10:16:00,7
2019-11-18 10:17:00,1
2019-11-18 10:20:00,1
2019-11-18 10:22:00,1
2019-11-18 11:26:00,1
2019-11-18 11:29:00,1
2019-11-18 11:36:00,1
2019-11-18 11:39:00,1
2019-11-18 11:43:00,1
2019-11-18 11:50:00,1
2019-11-18 11:54:00,2
2019-11-18 11:59:00,1
2019-11-18 12:00:00,1
2019-11-18 12:15:00,2
2019-11-18 12:23:00,1
2019-11-18 12:27:00,1
2019-11-18 12:30:00,1
2019-11-18 12:32:00,1
2019-11-18 16:57:00,1
2019-11-18 16:58:00,1
