1255,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z, p.petroR9#_u, p.petroR9#_g, p.petroR9#_r, p.petroR9#_i, p.petroR9#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-03-16 06:13:00,7
2019-03-16 06:14:00,21
2019-03-16 06:15:00,18
2019-03-16 06:16:00,19
2019-03-16 06:17:00,19
2019-03-16 06:18:00,19
2019-03-16 06:19:00,18
2019-03-16 06:20:00,21
2019-03-16 06:21:00,18
2019-03-16 06:22:00,19
2019-03-16 06:23:00,17
2019-03-16 06:24:00,16
2019-03-16 06:25:00,12
2019-03-16 06:26:00,10
2019-03-16 06:27:00,12
2019-03-16 06:28:00,11
2019-03-16 06:29:00,11
2019-03-16 06:30:00,11
2019-03-16 06:31:00,12
2019-03-16 06:32:00,11
2019-03-16 06:33:00,11
2019-03-16 06:34:00,11
2019-03-16 06:35:00,11
2019-03-16 06:36:00,12
2019-03-16 06:37:00,11
2019-03-16 06:38:00,11
2019-03-16 06:39:00,11
2019-03-16 06:40:00,12
2019-03-16 06:41:00,12
2019-03-16 06:42:00,12
2019-03-16 06:43:00,12
2019-03-16 06:44:00,10
2019-03-16 06:45:00,11
2019-03-16 06:46:00,11
2019-03-16 06:47:00,11
2019-03-16 06:48:00,11
2019-03-16 06:49:00,11
2019-03-16 06:50:00,11
2019-03-16 06:51:00,11
2019-03-16 06:52:00,11
2019-03-16 06:53:00,10
2019-03-16 06:54:00,11
2019-03-16 06:55:00,11
2019-03-16 06:56:00,12
2019-03-16 06:57:00,12
2019-03-16 06:58:00,10
2019-03-16 06:59:00,10
2019-03-16 07:00:00,12
2019-03-16 07:01:00,11
2019-03-16 07:02:00,11
2019-03-16 07:03:00,12
2019-03-16 07:04:00,10
2019-03-16 07:05:00,12
2019-03-16 07:06:00,12
2019-03-16 07:07:00,12
2019-03-16 07:08:00,12
2019-03-16 07:09:00,12
2019-03-16 07:10:00,11
2019-03-16 07:11:00,11
2019-03-16 07:12:00,10
2019-03-16 07:13:00,11
2019-03-16 07:14:00,12
2019-03-16 07:15:00,12
2019-03-16 07:16:00,11
2019-03-16 07:17:00,12
2019-03-16 07:18:00,12
2019-03-16 07:19:00,11
2019-03-16 07:20:00,11
2019-03-16 07:21:00,11
2019-03-16 07:22:00,12
2019-03-16 07:23:00,8
2019-03-16 07:24:00,2
2019-03-16 14:07:00,1
2019-03-16 14:08:00,8
2019-03-16 14:09:00,8
2019-03-16 14:10:00,9
2019-03-16 14:11:00,8
2019-03-16 14:12:00,8
2019-03-16 14:13:00,8
2019-03-16 14:14:00,8
2019-03-16 14:15:00,9
2019-03-16 14:16:00,8
2019-03-16 14:17:00,8
2019-03-16 14:18:00,8
2019-03-16 14:19:00,8
2019-03-16 14:20:00,8
2019-03-16 14:21:00,9
2019-03-16 14:22:00,8
2019-03-16 14:23:00,8
2019-03-16 14:24:00,8
2019-03-16 14:25:00,9
2019-03-16 14:26:00,8
2019-03-16 14:27:00,8
2019-03-16 14:28:00,9
2019-03-16 14:29:00,8
2019-03-16 14:30:00,8
2019-03-16 14:31:00,7
2019-03-16 14:32:00,8
2019-03-16 14:33:00,7
2019-03-16 14:34:00,8
2019-03-16 14:35:00,8
2019-03-16 14:36:00,7
2019-03-16 14:37:00,7
2019-03-16 14:38:00,8
2019-03-16 14:39:00,6
2019-03-16 14:40:00,7
2019-03-16 14:41:00,8
2019-03-16 14:42:00,8
2019-03-16 14:43:00,7
2019-03-16 14:44:00,2
2019-03-16 14:45:00,4
2019-03-16 14:46:00,8
2019-03-16 14:47:00,6
2019-03-16 14:48:00,7
2019-03-16 14:49:00,3
2019-03-16 14:50:00,4
2019-03-16 14:51:00,13
2019-03-16 14:52:00,7
2019-03-16 14:53:00,7
2019-03-16 14:54:00,6
2019-03-16 14:55:00,5
2019-03-16 14:56:00,4
2019-03-16 15:10:00,3
2019-03-16 15:11:00,3
2019-03-16 15:12:00,3
2019-03-16 15:13:00,2
2019-03-16 15:14:00,3
2019-03-16 15:15:00,3
2019-03-16 15:16:00,1
