16460,"SELECT ra,dec,dered_u,dered_g,dered_r,dered_i,dered_z,Err_u,Err_g,Err_r,Err_i,Err_z,flags_r,run   FROM Galaxy   WHERE   ra BETWEEN # and # AND dec BETWEEN # and #"
2019-03-16 07:27:00,29
2019-03-16 07:28:00,61
2019-03-16 07:29:00,52
2019-03-16 07:30:00,53
2019-03-16 07:31:00,55
2019-03-16 07:32:00,54
2019-03-16 07:33:00,54
2019-03-16 07:34:00,54
2019-03-16 07:35:00,55
2019-03-16 07:36:00,55
2019-03-16 07:37:00,53
2019-03-16 07:38:00,56
2019-03-16 07:39:00,56
2019-03-16 07:40:00,58
2019-03-16 07:41:00,48
2019-03-16 07:42:00,53
2019-03-16 07:43:00,49
2019-03-16 07:44:00,54
2019-03-16 07:45:00,52
2019-03-16 07:46:00,51
2019-03-16 07:47:00,57
2019-03-16 07:48:00,44
2019-03-16 07:49:00,55
2019-03-16 07:50:00,55
2019-03-16 07:51:00,56
2019-03-16 07:52:00,72
2019-03-16 07:53:00,49
2019-03-16 07:54:00,58
2019-03-16 07:55:00,55
2019-03-16 07:56:00,51
2019-03-16 07:57:00,63
2019-03-16 07:58:00,67
2019-03-16 07:59:00,79
2019-03-16 08:00:00,96
2019-03-16 08:01:00,73
2019-03-16 08:02:00,72
2019-03-16 08:03:00,86
2019-03-16 08:04:00,103
2019-03-16 08:05:00,99
2019-03-16 08:06:00,111
2019-03-16 08:07:00,110
2019-03-16 08:08:00,107
2019-03-16 08:09:00,59
2019-03-16 08:10:00,51
2019-03-16 08:11:00,46
2019-03-16 08:12:00,32
2019-03-16 08:13:00,25
2019-03-16 08:14:00,21
2019-03-16 08:15:00,20
2019-03-16 08:16:00,18
2019-03-16 08:17:00,19
2019-03-16 08:18:00,22
2019-03-16 08:19:00,23
2019-03-16 08:20:00,22
2019-03-16 08:21:00,25
2019-03-16 08:22:00,24
2019-03-16 08:23:00,28
2019-03-16 08:24:00,30
2019-03-16 08:25:00,23
2019-03-16 08:26:00,28
2019-03-16 08:27:00,28
2019-03-16 08:28:00,31
2019-03-16 08:29:00,35
2019-03-16 08:30:00,50
2019-03-16 08:31:00,58
2019-03-16 08:32:00,57
2019-03-16 08:33:00,51
2019-03-16 08:34:00,58
2019-03-16 08:35:00,55
2019-03-16 08:36:00,52
2019-03-16 08:37:00,70
2019-03-16 08:38:00,59
2019-03-16 08:39:00,78
2019-03-16 08:40:00,68
2019-03-16 08:41:00,87
2019-03-16 08:42:00,78
2019-03-16 08:43:00,70
2019-03-16 08:44:00,63
2019-03-16 08:45:00,42
2019-03-16 08:46:00,31
2019-03-16 08:47:00,27
2019-03-16 08:48:00,18
2019-03-16 08:49:00,18
2019-03-16 08:50:00,16
2019-03-16 08:51:00,21
2019-03-16 08:52:00,21
2019-03-16 08:53:00,21
2019-03-16 08:54:00,25
2019-03-16 08:55:00,19
2019-03-16 08:56:00,19
2019-03-16 08:57:00,19
2019-03-16 08:58:00,20
2019-03-16 08:59:00,17
2019-03-16 09:00:00,19
2019-03-16 09:01:00,19
2019-03-16 09:02:00,19
2019-03-16 09:03:00,19
2019-03-16 09:04:00,16
2019-03-16 09:05:00,18
2019-03-16 09:06:00,22
