29,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n JOIN PhotoPrimary p ON n.objID=p.objID  AND p.u BETWEEN # AND # AND p.g BETWEEN # AND # AND p.r BETWEEN # AND # AND p.i BETWEEN # AND # AND p.z BETWEEN # AND #"
2019-03-16 13:36:00,1
2019-03-16 13:41:00,1
2019-03-16 13:44:00,1
2019-03-16 13:46:00,1
2019-03-16 13:48:00,1
2019-03-16 13:57:00,1
2019-03-16 14:00:00,1
2019-03-16 14:03:00,1
2019-03-16 14:06:00,1
2019-03-16 14:19:00,1
2019-03-16 14:53:00,1
2019-03-16 14:58:00,1
2019-03-16 15:01:00,1
2019-03-16 15:04:00,1
2019-03-16 15:06:00,1
2019-03-16 15:10:00,1
2019-03-16 15:15:00,1
2019-03-16 15:21:00,1
2019-03-16 15:26:00,1
2019-03-16 15:32:00,1
2019-03-16 15:37:00,1
2019-03-16 15:46:00,1
2019-03-16 15:49:00,1
2019-03-16 15:52:00,1
2019-03-16 15:54:00,1
2019-03-16 16:03:00,1
2019-03-16 16:14:00,1
2019-03-16 16:22:00,1
2019-03-16 16:28:00,1
