103,"SELECT TOP #  p.run, p.rerun, p.camcol, p.field  FROM PhotoObjDR7 AS p  WHERE p.dr7objid=#"
2019-03-16 00:06:00,1
2019-03-16 00:15:00,1
2019-03-16 00:29:00,1
2019-03-16 00:34:00,1
2019-03-16 00:44:00,1
2019-03-16 00:53:00,1
2019-03-16 01:03:00,1
2019-03-16 01:12:00,1
2019-03-16 01:17:00,1
2019-03-16 01:18:00,1
2019-03-16 01:19:00,1
2019-03-16 01:27:00,1
2019-03-16 01:37:00,1
2019-03-16 01:50:00,1
2019-03-16 01:56:00,1
2019-03-16 02:05:00,1
2019-03-16 02:15:00,1
2019-03-16 02:24:00,1
2019-03-16 02:32:00,1
2019-03-16 02:34:00,1
2019-03-16 02:43:00,1
2019-03-16 02:53:00,1
2019-03-16 03:02:00,1
2019-03-16 03:11:00,1
2019-03-16 03:21:00,2
2019-03-16 03:24:00,1
2019-03-16 03:26:00,1
2019-03-16 03:30:00,1
2019-03-16 03:40:00,1
2019-03-16 03:46:00,1
2019-03-16 03:49:00,1
2019-03-16 04:03:00,1
2019-03-16 04:34:00,1
2019-03-16 06:25:00,1
2019-03-16 06:26:00,1
2019-03-16 06:43:00,1
2019-03-16 09:02:00,1
2019-03-16 09:11:00,1
2019-03-16 09:21:00,1
2019-03-16 09:30:00,1
2019-03-16 09:40:00,1
2019-03-16 09:49:00,1
2019-03-16 09:59:00,1
2019-03-16 10:08:00,1
2019-03-16 10:18:00,1
2019-03-16 10:27:00,1
2019-03-16 10:36:00,1
2019-03-16 10:46:00,1
2019-03-16 10:55:00,1
2019-03-16 11:05:00,1
2019-03-16 11:14:00,1
2019-03-16 11:24:00,1
2019-03-16 11:33:00,1
2019-03-16 11:43:00,1
2019-03-16 11:52:00,1
2019-03-16 12:02:00,1
2019-03-16 12:11:00,1
2019-03-16 12:21:00,1
2019-03-16 12:38:00,1
2019-03-16 12:39:00,1
2019-03-16 12:48:00,1
2019-03-16 12:49:00,1
2019-03-16 12:58:00,1
2019-03-16 13:08:00,1
2019-03-16 13:17:00,1
2019-03-16 13:27:00,1
2019-03-16 13:33:00,1
2019-03-16 13:36:00,1
2019-03-16 13:46:00,1
2019-03-16 13:58:00,1
2019-03-16 14:24:00,1
2019-03-16 14:42:00,1
2019-03-16 14:52:00,1
2019-03-16 15:02:00,1
2019-03-16 15:11:00,1
2019-03-16 15:30:00,1
2019-03-16 15:39:00,1
2019-03-16 15:58:00,1
2019-03-16 16:08:00,1
2019-03-16 16:17:00,1
2019-03-16 16:27:00,1
2019-03-16 16:36:00,1
2019-03-16 16:55:00,1
2019-03-16 16:56:00,1
2019-03-16 16:58:00,1
2019-03-16 17:04:00,1
2019-03-16 17:29:00,1
2019-03-16 17:33:00,1
2019-03-16 17:42:00,1
2019-03-16 17:52:00,1
2019-03-16 18:01:00,1
2019-03-16 18:11:00,1
2019-03-16 18:20:00,1
2019-03-16 18:30:00,1
2019-03-16 18:39:00,1
2019-03-16 18:49:00,1
2019-03-16 18:58:00,1
2019-03-16 19:08:00,1
2019-03-16 19:50:00,1
2019-03-16 20:39:00,1
2019-03-16 21:57:00,1
2019-03-16 22:03:00,1
