74,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-03-16 00:01:00,1
2019-03-16 00:03:00,1
2019-03-16 00:10:00,1
2019-03-16 01:01:00,1
2019-03-16 01:31:00,1
2019-03-16 01:45:00,2
2019-03-16 02:01:00,1
2019-03-16 02:03:00,1
2019-03-16 02:15:00,1
2019-03-16 02:35:00,5
2019-03-16 02:40:00,2
2019-03-16 02:50:00,1
2019-03-16 02:55:00,1
2019-03-16 06:05:00,2
2019-03-16 07:01:00,1
2019-03-16 07:03:00,1
2019-03-16 07:15:00,2
2019-03-16 07:20:00,1
2019-03-16 08:35:00,10
2019-03-16 08:40:00,2
2019-03-16 08:43:00,7
2019-03-16 09:35:00,1
2019-03-16 09:40:00,1
2019-03-16 09:45:00,5
2019-03-16 09:50:00,4
2019-03-16 09:55:00,3
2019-03-16 11:00:00,5
2019-03-16 11:05:00,5
2019-03-16 12:45:00,3
2019-03-16 20:05:00,1
2019-03-16 20:10:00,1
