139,"SELECT DISTINCT p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE (p.run=# AND p.camcol=# AND p.field=# AND p.rerun=#)"
2019-03-16 03:59:00,1
2019-03-16 04:10:00,2
2019-03-16 04:11:00,1
2019-03-16 04:12:00,2
2019-03-16 04:13:00,1
2019-03-16 04:14:00,1
2019-03-16 04:15:00,1
2019-03-16 06:55:00,1
2019-03-16 07:00:00,1
2019-03-16 07:05:00,1
2019-03-16 07:06:00,2
2019-03-16 07:07:00,2
2019-03-16 07:08:00,1
2019-03-16 07:09:00,1
2019-03-16 07:10:00,1
2019-03-16 07:11:00,1
2019-03-16 07:15:00,1
2019-03-16 07:16:00,1
2019-03-16 07:17:00,2
2019-03-16 07:18:00,2
2019-03-16 07:19:00,1
2019-03-16 07:20:00,1
2019-03-16 07:21:00,1
2019-03-16 08:00:00,1
2019-03-16 08:19:00,1
2019-03-16 08:20:00,2
2019-03-16 08:38:00,2
2019-03-16 08:39:00,1
2019-03-16 14:39:00,4
2019-03-16 14:40:00,2
2019-03-16 14:41:00,3
2019-03-16 14:53:00,1
2019-03-16 14:56:00,1
2019-03-16 14:58:00,1
2019-03-16 15:01:00,1
2019-03-16 15:04:00,1
2019-03-16 15:06:00,1
2019-03-16 15:07:00,2
2019-03-16 15:08:00,1
2019-03-16 15:09:00,2
2019-03-16 15:10:00,2
2019-03-16 15:11:00,1
2019-03-16 15:12:00,2
2019-03-16 15:13:00,2
2019-03-16 15:14:00,2
2019-03-16 15:18:00,1
2019-03-16 15:19:00,1
2019-03-16 15:20:00,1
2019-03-16 15:22:00,1
2019-03-16 15:23:00,1
2019-03-16 15:24:00,1
2019-03-16 15:28:00,1
2019-03-16 15:29:00,1
2019-03-16 15:30:00,1
2019-03-16 15:32:00,1
2019-03-16 15:38:00,1
2019-03-16 15:41:00,1
2019-03-16 15:45:00,1
2019-03-16 15:48:00,1
2019-03-16 15:49:00,1
2019-03-16 15:51:00,1
2019-03-16 15:55:00,1
2019-03-16 15:59:00,1
2019-03-16 16:03:00,1
2019-03-16 16:08:00,1
2019-03-16 16:12:00,1
2019-03-16 16:16:00,1
2019-03-16 16:19:00,1
2019-03-16 16:23:00,1
2019-03-16 16:26:00,1
2019-03-16 16:29:00,1
2019-03-16 16:33:00,1
2019-03-16 16:39:00,1
2019-03-16 16:43:00,1
2019-03-16 16:49:00,1
2019-03-16 16:52:00,1
2019-03-16 17:58:00,1
2019-03-16 17:59:00,1
2019-03-16 18:34:00,1
2019-03-16 18:45:00,2
2019-03-16 18:46:00,2
2019-03-16 18:47:00,2
2019-03-16 18:48:00,2
2019-03-16 18:49:00,2
2019-03-16 18:50:00,1
2019-03-16 18:51:00,1
2019-03-16 18:53:00,2
2019-03-16 18:54:00,1
2019-03-16 18:55:00,1
2019-03-16 18:56:00,2
2019-03-16 18:57:00,1
2019-03-16 18:58:00,1
2019-03-16 18:59:00,2
2019-03-16 19:00:00,1
2019-03-16 19:01:00,1
2019-03-16 19:02:00,2
2019-03-16 19:03:00,1
2019-03-16 19:04:00,1
2019-03-16 19:05:00,1
2019-03-16 19:06:00,1
2019-03-16 19:07:00,1
2019-03-16 19:08:00,1
2019-03-16 19:09:00,1
2019-03-16 19:10:00,2
2019-03-16 19:11:00,1
2019-03-16 19:13:00,1
2019-03-16 19:15:00,1
2019-03-16 19:16:00,1
2019-03-16 19:23:00,1
