11,"SELECT TOP # p.type, p.g,p.r,p.i,p.z FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p WHERE n.objID=p.objID AND p.type = # AND p.i BETWEEN # AND #"
2019-06-04 03:34:00,1
2019-06-04 03:38:00,2
2019-06-04 03:41:00,1
2019-06-04 03:44:00,2
2019-06-04 03:45:00,1
2019-06-04 03:47:00,1
2019-06-04 03:49:00,1
2019-06-04 03:55:00,1
2019-06-04 14:57:00,1
