7,"SELECT TOP # p.type, p.g,p.r,p.i,p.z FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p WHERE n.objID=p.objID AND p.type = # AND p.i BETWEEN # AND # AND p.z BETWEEN # AND #"
2019-06-04 15:00:00,1
2019-06-04 15:03:00,1
2019-06-04 15:08:00,1
2019-06-04 15:09:00,1
2019-06-04 15:22:00,1
2019-06-04 15:24:00,1
2019-06-04 21:37:00,1
