7,select top # * from MR7
2019-06-04 03:51:00,1
2019-06-04 04:34:00,1
2019-06-04 05:22:00,1
2019-06-04 05:57:00,2
2019-06-04 05:58:00,1
2019-06-04 06:01:00,1
