38,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-06-04 01:17:00,1
2019-06-04 01:18:00,2
2019-06-04 01:20:00,3
2019-06-04 01:21:00,3
2019-06-04 01:24:00,2
2019-06-04 01:27:00,2
2019-06-04 01:28:00,2
2019-06-04 01:32:00,2
2019-06-04 01:44:00,2
2019-06-04 01:46:00,2
2019-06-04 01:47:00,2
2019-06-04 01:51:00,1
2019-06-04 02:00:00,2
2019-06-04 02:07:00,3
2019-06-04 02:08:00,3
2019-06-04 02:09:00,3
2019-06-04 02:13:00,1
2019-06-04 02:14:00,2
