356,"select s.ObjID,s.class,s.subclass,s.z,s.zErr,s.type from SpecPhoto s, dbo.fGetNearbyObjEq(#,#,#) n where s.ObjID = n.ObjID AND s.mode = #"
2019-06-04 03:12:00,1
2019-06-04 03:13:00,1
2019-06-04 03:26:00,1
2019-06-04 03:39:00,1
2019-06-04 03:40:00,1
2019-06-04 04:17:00,1
2019-06-04 11:14:00,1
2019-06-04 11:15:00,1
2019-06-04 11:20:00,2
2019-06-04 11:25:00,2
2019-06-04 11:30:00,2
2019-06-04 11:34:00,1
2019-06-04 11:38:00,1
2019-06-04 11:39:00,2
2019-06-04 11:42:00,1
2019-06-04 11:44:00,1
2019-06-04 11:45:00,1
2019-06-04 11:47:00,1
2019-06-04 11:48:00,1
2019-06-04 11:49:00,2
2019-06-04 11:52:00,1
2019-06-04 11:53:00,1
2019-06-04 11:54:00,1
2019-06-04 11:56:00,1
2019-06-04 11:57:00,2
2019-06-04 11:59:00,2
2019-06-04 12:01:00,2
2019-06-04 12:03:00,1
2019-06-04 12:04:00,1
2019-06-04 12:06:00,1
2019-06-04 12:07:00,1
2019-06-04 12:08:00,1
2019-06-04 12:09:00,1
2019-06-04 12:11:00,1
2019-06-04 12:12:00,1
2019-06-04 12:13:00,1
2019-06-04 12:15:00,1
2019-06-04 12:16:00,2
2019-06-04 12:18:00,2
2019-06-04 12:20:00,2
2019-06-04 12:21:00,2
2019-06-04 12:23:00,2
2019-06-04 12:27:00,2
2019-06-04 12:34:00,2
2019-06-04 12:39:00,1
2019-06-04 12:45:00,1
2019-06-04 12:48:00,2
2019-06-04 12:52:00,1
2019-06-04 12:53:00,1
2019-06-04 12:55:00,1
2019-06-04 12:56:00,1
2019-06-04 12:57:00,1
2019-06-04 12:59:00,1
2019-06-04 13:00:00,2
2019-06-04 13:02:00,1
2019-06-04 13:03:00,2
2019-06-04 13:04:00,1
2019-06-04 13:06:00,1
2019-06-04 13:07:00,3
2019-06-04 13:09:00,1
2019-06-04 13:10:00,2
2019-06-04 13:12:00,2
2019-06-04 13:13:00,3
2019-06-04 13:15:00,2
2019-06-04 13:17:00,2
2019-06-04 13:19:00,1
2019-06-04 13:20:00,2
2019-06-04 13:22:00,2
2019-06-04 13:26:00,2
2019-06-04 13:30:00,1
2019-06-04 13:33:00,2
2019-06-04 13:36:00,1
2019-06-04 13:37:00,1
2019-06-04 13:38:00,2
2019-06-04 13:40:00,1
2019-06-04 13:41:00,2
2019-06-04 13:42:00,1
2019-06-04 13:43:00,1
2019-06-04 13:44:00,1
2019-06-04 13:45:00,1
2019-06-04 13:46:00,1
2019-06-04 13:47:00,2
2019-06-04 13:48:00,1
2019-06-04 13:49:00,1
2019-06-04 13:50:00,1
2019-06-04 13:51:00,2
2019-06-04 13:52:00,2
2019-06-04 13:54:00,2
2019-06-04 13:56:00,2
2019-06-04 13:57:00,2
2019-06-04 13:59:00,2
2019-06-04 14:02:00,2
2019-06-04 14:05:00,1
2019-06-04 14:06:00,1
2019-06-04 14:09:00,1
2019-06-04 14:11:00,2
2019-06-04 14:12:00,1
