447,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-06-04 05:07:00,2
2019-06-04 05:25:00,4
2019-06-04 07:24:00,2
2019-06-04 08:24:00,1
2019-06-04 09:07:00,1
2019-06-04 09:33:00,1
2019-06-04 11:28:00,3
2019-06-04 13:03:00,1
2019-06-04 13:06:00,2
2019-06-04 13:07:00,1
2019-06-04 13:09:00,2
2019-06-04 13:12:00,3
2019-06-04 13:13:00,1
2019-06-04 13:15:00,3
2019-06-04 13:20:00,1
2019-06-04 13:26:00,3
2019-06-04 13:30:00,1
2019-06-04 13:31:00,2
2019-06-04 13:32:00,2
2019-06-04 13:33:00,6
2019-06-04 13:40:00,1
2019-06-04 13:42:00,9
2019-06-04 13:43:00,3
2019-06-04 13:49:00,3
2019-06-04 13:51:00,1
2019-06-04 13:53:00,1
2019-06-04 13:54:00,1
2019-06-04 13:55:00,5
2019-06-04 14:47:00,6
2019-06-04 14:48:00,4
2019-06-04 14:49:00,6
2019-06-04 15:16:00,6
2019-06-04 15:17:00,9
2019-06-04 15:18:00,4
2019-06-04 15:19:00,7
2019-06-04 16:15:00,2
2019-06-04 16:16:00,6
2019-06-04 16:17:00,6
2019-06-04 16:18:00,11
2019-06-04 16:19:00,8
2019-06-04 16:56:00,3
2019-06-04 16:57:00,7
2019-06-04 17:11:00,4
2019-06-04 17:12:00,2
2019-06-04 17:13:00,2
2019-06-04 17:14:00,1
2019-06-04 17:15:00,2
2019-06-04 17:17:00,12
2019-06-04 17:18:00,3
2019-06-04 17:25:00,5
2019-06-04 17:26:00,5
2019-06-04 17:27:00,13
2019-06-04 17:28:00,9
2019-06-04 17:29:00,9
2019-06-04 17:32:00,1
2019-06-04 17:45:00,1
2019-06-04 17:46:00,1
2019-06-04 17:47:00,5
2019-06-04 17:48:00,7
2019-06-04 17:49:00,9
2019-06-04 17:50:00,12
2019-06-04 17:51:00,2
2019-06-04 18:08:00,10
2019-06-04 18:09:00,6
2019-06-04 18:10:00,4
2019-06-04 18:11:00,7
2019-06-04 18:12:00,14
2019-06-04 18:13:00,16
2019-06-04 18:14:00,8
2019-06-04 18:15:00,9
2019-06-04 18:16:00,12
2019-06-04 18:30:00,3
2019-06-04 18:31:00,9
2019-06-04 18:32:00,15
2019-06-04 18:33:00,16
2019-06-04 18:34:00,13
2019-06-04 18:35:00,16
2019-06-04 18:36:00,18
2019-06-04 18:37:00,12
2019-06-04 21:34:00,1
2019-06-04 23:48:00,1
2019-06-04 23:52:00,1
