18,"SELECT up_id, dbo.fGetNearestSpecObjIdEq(up_ra,up_dec,#) as SpecobjId   FROM #upload WHERE dbo.fGetNearestSpecObjIdEq(up_ra,up_dec,#) IS NOT NULL  EXEC spExecuteSQL &&&,&&&, @log=#, @filter=#"
2019-06-04 01:24:00,2
2019-06-04 01:32:00,1
2019-06-04 01:47:00,1
2019-06-04 02:50:00,1
2019-06-04 03:15:00,1
2019-06-04 07:08:00,1
2019-06-04 08:20:00,1
2019-06-04 08:40:00,1
2019-06-04 13:12:00,1
2019-06-04 14:46:00,1
2019-06-04 14:48:00,1
2019-06-04 14:50:00,1
2019-06-04 14:53:00,1
2019-06-04 14:54:00,1
2019-06-04 14:56:00,2
2019-06-04 14:57:00,1
