18,select top # hash from Portfolios where hash=# and progress=#
2019-02-01 09:25:00,1
2019-02-01 09:44:00,2
2019-02-01 09:45:00,3
2019-02-01 09:48:00,3
2019-02-01 09:50:00,3
2019-02-01 09:51:00,3
2019-02-01 09:52:00,3
