165,"select psfSigma1_z, psfSigma2_z, psfB_z, psfP0_z, psfBeta_z, psfSigmaP_z, psfSigma1_u, psfSigma2_u, psfB_u, psfP0_u, psfBeta_u, psfSigmaP_u, psfSigma1_g, psfSigma2_g, psfB_g, psfP0_g, psfBeta_g, psfSigmaP_g, psfSigma1_r, psfSigma2_r, psfB_r, psfP0_r, psfBeta_r, psfSigmaP_r, psfSigma1_i, psfSigma2_i, psfB_i, psfP0_i, psfBeta_i, psfSigmaP_i from Field where run = # and rerun = # and camcol = # and field = #"
2019-02-01 10:45:00,3
2019-02-01 10:46:00,1
2019-02-01 10:47:00,1
2019-02-01 10:48:00,3
2019-02-01 10:49:00,2
2019-02-01 10:50:00,2
2019-02-01 10:51:00,1
2019-02-01 10:52:00,12
2019-02-01 10:53:00,4
2019-02-01 10:54:00,4
2019-02-01 11:10:00,9
2019-02-01 11:11:00,1
2019-02-01 11:23:00,20
2019-02-01 11:24:00,29
2019-02-01 11:38:00,13
2019-02-01 11:39:00,22
2019-02-01 11:42:00,4
2019-02-01 11:44:00,5
2019-02-01 11:47:00,9
2019-02-01 11:49:00,5
2019-02-01 11:54:00,3
2019-02-01 11:55:00,12
