30,select top # hash from Portfolios where hash=#
2019-02-01 08:30:00,1
2019-02-01 08:58:00,3
2019-02-01 09:02:00,4
2019-02-01 09:03:00,3
2019-02-01 09:04:00,6
2019-02-01 09:06:00,5
2019-02-01 09:07:00,1
2019-02-01 09:10:00,1
2019-02-01 09:11:00,2
2019-02-01 09:12:00,1
2019-02-01 09:14:00,3
