699,"SELECT dbo.fGetNearestSpecObjIdAllEq(#,#,#) as specObjID"
2019-02-01 01:03:00,1
2019-02-01 01:04:00,43
2019-02-01 01:05:00,12
2019-02-01 01:06:00,13
2019-02-01 01:07:00,44
2019-02-01 01:08:00,44
2019-02-01 01:09:00,42
2019-02-01 01:10:00,44
2019-02-01 01:11:00,44
2019-02-01 01:12:00,43
2019-02-01 01:13:00,16
2019-02-01 17:48:00,29
2019-02-01 17:49:00,23
2019-02-01 17:52:00,23
2019-02-01 17:53:00,31
2019-02-01 17:54:00,34
2019-02-01 17:55:00,33
2019-02-01 17:56:00,19
2019-02-01 17:57:00,4
2019-02-01 17:58:00,31
2019-02-01 17:59:00,17
2019-02-01 20:53:00,4
2019-02-01 20:54:00,28
2019-02-01 20:55:00,17
2019-02-01 20:59:00,3
2019-02-01 21:00:00,14
2019-02-01 21:01:00,6
2019-02-01 21:08:00,16
2019-02-01 21:09:00,3
2019-02-01 21:14:00,16
2019-02-01 22:50:00,1
2019-02-01 23:09:00,1
