199,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-02-01 00:00:00,1
2019-02-01 00:54:00,1
2019-02-01 00:57:00,1
2019-02-01 01:51:00,1
2019-02-01 01:57:00,1
2019-02-01 02:57:00,1
2019-02-01 03:00:00,9
2019-02-01 03:56:00,1
2019-02-01 04:50:00,9
2019-02-01 04:57:00,1
2019-02-01 05:03:00,9
2019-02-01 05:05:00,7
2019-02-01 05:06:00,2
2019-02-01 05:58:00,1
2019-02-01 06:00:00,9
2019-02-01 06:57:00,1
2019-02-01 07:57:00,1
2019-02-01 08:12:00,9
2019-02-01 08:30:00,5
2019-02-01 08:31:00,4
2019-02-01 08:35:00,9
2019-02-01 08:52:00,9
2019-02-01 08:57:00,1
2019-02-01 09:08:00,10
2019-02-01 09:09:00,9
2019-02-01 09:10:00,10
2019-02-01 09:16:00,1
2019-02-01 09:23:00,1
2019-02-01 09:57:00,10
2019-02-01 10:29:00,1
2019-02-01 10:47:00,9
2019-02-01 10:58:00,1
2019-02-01 11:21:00,9
2019-02-01 11:41:00,1
2019-02-01 11:58:00,1
2019-02-01 12:56:00,9
2019-02-01 12:58:00,1
2019-02-01 13:29:00,9
2019-02-01 13:34:00,4
2019-02-01 13:35:00,5
2019-02-01 13:57:00,1
2019-02-01 14:58:00,1
2019-02-01 15:57:00,10
2019-02-01 16:57:00,1
2019-02-01 17:57:00,1
2019-02-01 18:57:00,1
