62,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-02-01 04:32:00,1
2019-02-01 05:02:00,1
2019-02-01 08:31:00,1
2019-02-01 09:01:00,1
2019-02-01 09:31:00,1
2019-02-01 10:01:00,2
2019-02-01 10:31:00,1
2019-02-01 10:32:00,7
2019-02-01 11:02:00,1
2019-02-01 13:31:00,1
2019-02-01 14:02:00,1
2019-02-01 14:32:00,1
2019-02-01 15:01:00,1
2019-02-01 18:43:00,13
2019-02-01 18:44:00,6
2019-02-01 19:01:00,2
2019-02-01 19:02:00,16
2019-02-01 19:31:00,1
2019-02-01 23:02:00,3
2019-02-01 23:31:00,1
