20,"SELECT TOP #  p.run, p.rerun, p.camcol, p.field  FROM PhotoObjDR7 AS p  WHERE p.dr7objid=#"
2019-02-01 00:15:00,1
2019-02-01 00:38:00,1
2019-02-01 01:26:00,1
2019-02-01 03:53:00,1
2019-02-01 04:08:00,1
2019-02-01 04:55:00,1
2019-02-01 10:14:00,1
2019-02-01 11:41:00,1
2019-02-01 13:07:00,1
2019-02-01 13:36:00,1
2019-02-01 13:45:00,1
2019-02-01 16:01:00,1
2019-02-01 16:05:00,1
2019-02-01 16:26:00,1
2019-02-01 19:34:00,1
2019-02-01 20:07:00,1
2019-02-01 20:09:00,1
2019-02-01 21:07:00,1
2019-02-01 21:50:00,1
2019-02-01 22:28:00,1
