212,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-10-15 12:53:00,2
2019-10-15 12:56:00,2
2019-10-15 12:59:00,2
2019-10-15 13:02:00,2
2019-10-15 13:28:00,2
2019-10-15 13:29:00,2
2019-10-15 13:30:00,2
2019-10-15 13:31:00,2
2019-10-15 13:39:00,2
2019-10-15 13:41:00,2
2019-10-15 13:44:00,2
2019-10-15 13:47:00,2
2019-10-15 14:11:00,2
2019-10-15 14:14:00,2
2019-10-15 14:16:00,2
2019-10-15 14:19:00,2
2019-10-15 14:43:00,2
2019-10-15 14:45:00,2
2019-10-15 14:48:00,2
2019-10-15 14:52:00,2
2019-10-15 15:20:00,2
2019-10-15 15:23:00,2
2019-10-15 15:25:00,2
2019-10-15 15:29:00,2
2019-10-15 15:34:00,2
2019-10-15 15:37:00,2
2019-10-15 15:39:00,2
2019-10-15 15:43:00,2
2019-10-15 16:09:00,2
2019-10-15 16:11:00,7
2019-10-15 16:12:00,11
2019-10-15 16:13:00,6
2019-10-15 16:14:00,3
2019-10-15 16:15:00,6
2019-10-15 16:16:00,3
2019-10-15 16:17:00,4
2019-10-15 16:19:00,2
2019-10-15 16:46:00,2
2019-10-15 16:50:00,2
2019-10-15 16:52:00,2
2019-10-15 16:56:00,2
2019-10-15 17:01:00,2
2019-10-15 17:04:00,2
2019-10-15 17:07:00,2
2019-10-15 17:10:00,2
2019-10-15 17:36:00,2
2019-10-15 17:39:00,2
2019-10-15 17:41:00,2
2019-10-15 17:45:00,2
2019-10-15 18:12:00,2
2019-10-15 18:14:00,2
2019-10-15 18:17:00,2
2019-10-15 18:20:00,2
2019-10-15 18:47:00,2
2019-10-15 18:50:00,2
2019-10-15 18:53:00,2
2019-10-15 18:56:00,2
2019-10-15 19:23:00,2
2019-10-15 19:24:00,2
2019-10-15 19:26:00,2
2019-10-15 19:28:00,2
2019-10-15 19:42:00,2
2019-10-15 19:44:00,2
2019-10-15 19:47:00,2
2019-10-15 19:51:00,2
2019-10-15 20:17:00,2
2019-10-15 20:20:00,2
2019-10-15 20:23:00,2
2019-10-15 20:26:00,2
2019-10-15 20:52:00,2
2019-10-15 20:55:00,2
2019-10-15 20:58:00,2
2019-10-15 21:01:00,2
2019-10-15 21:28:00,2
2019-10-15 21:30:00,2
2019-10-15 21:33:00,2
2019-10-15 21:37:00,2
2019-10-15 22:03:00,2
2019-10-15 22:06:00,2
2019-10-15 22:08:00,2
2019-10-15 22:12:00,2
2019-10-15 22:38:00,2
2019-10-15 22:41:00,2
2019-10-15 22:44:00,2
2019-10-15 22:47:00,2
2019-10-15 23:14:00,2
2019-10-15 23:17:00,1
2019-10-15 23:18:00,1
2019-10-15 23:20:00,2
2019-10-15 23:24:00,2
2019-10-15 23:50:00,2
2019-10-15 23:52:00,2
2019-10-15 23:55:00,2
2019-10-15 23:58:00,2
