4,"select top #,ra, dec from specObj where ra BETWEEN # and # AND dec BETWEEN # and #"
2019-10-15 18:03:00,1
2019-10-15 18:04:00,1
2019-10-15 18:09:00,1
2019-10-15 18:12:00,1
