179,select distinct parent from DBViewCols where viewname=&&&
2019-10-15 00:03:00,1
2019-10-15 00:14:00,1
2019-10-15 00:18:00,1
2019-10-15 00:23:00,1
2019-10-15 00:31:00,1
2019-10-15 00:34:00,1
2019-10-15 00:43:00,1
2019-10-15 00:55:00,1
2019-10-15 01:04:00,1
2019-10-15 01:14:00,1
2019-10-15 01:24:00,1
2019-10-15 01:33:00,1
2019-10-15 01:43:00,1
2019-10-15 01:52:00,1
2019-10-15 01:55:00,1
2019-10-15 02:05:00,1
2019-10-15 02:14:00,1
2019-10-15 02:24:00,1
2019-10-15 02:26:00,1
2019-10-15 02:35:00,1
2019-10-15 02:44:00,1
2019-10-15 02:55:00,1
2019-10-15 03:04:00,1
2019-10-15 03:14:00,1
2019-10-15 03:24:00,1
2019-10-15 03:33:00,1
2019-10-15 03:35:00,1
2019-10-15 03:46:00,1
2019-10-15 03:49:00,1
2019-10-15 03:56:00,1
2019-10-15 04:06:00,1
2019-10-15 04:16:00,1
2019-10-15 04:19:00,1
2019-10-15 04:26:00,1
2019-10-15 04:36:00,1
2019-10-15 04:46:00,1
2019-10-15 04:57:00,1
2019-10-15 05:07:00,1
2019-10-15 05:17:00,1
2019-10-15 05:27:00,1
2019-10-15 05:37:00,1
2019-10-15 05:47:00,1
2019-10-15 05:57:00,1
2019-10-15 06:06:00,1
2019-10-15 06:07:00,1
2019-10-15 06:20:00,1
2019-10-15 06:28:00,1
2019-10-15 06:29:00,1
2019-10-15 06:30:00,2
2019-10-15 06:31:00,1
2019-10-15 06:33:00,1
2019-10-15 06:39:00,1
2019-10-15 06:42:00,1
2019-10-15 06:43:00,1
2019-10-15 06:44:00,2
2019-10-15 06:45:00,3
2019-10-15 06:46:00,1
2019-10-15 06:47:00,1
2019-10-15 06:50:00,1
2019-10-15 06:55:00,2
2019-10-15 07:00:00,1
2019-10-15 07:10:00,1
2019-10-15 07:20:00,1
2019-10-15 07:40:00,1
2019-10-15 07:50:00,1
2019-10-15 07:59:00,1
2019-10-15 08:10:00,1
2019-10-15 08:20:00,1
2019-10-15 08:24:00,1
2019-10-15 08:30:00,1
2019-10-15 08:40:00,1
2019-10-15 08:50:00,1
2019-10-15 09:00:00,1
2019-10-15 09:11:00,1
2019-10-15 09:20:00,1
2019-10-15 09:30:00,1
2019-10-15 09:40:00,1
2019-10-15 09:50:00,1
2019-10-15 09:59:00,1
2019-10-15 10:10:00,1
2019-10-15 10:20:00,1
2019-10-15 10:22:00,1
2019-10-15 10:26:00,1
2019-10-15 10:29:00,1
2019-10-15 10:40:00,1
2019-10-15 10:50:00,1
2019-10-15 11:00:00,1
2019-10-15 11:10:00,1
2019-10-15 11:20:00,1
2019-10-15 11:30:00,1
2019-10-15 11:40:00,1
2019-10-15 11:50:00,1
2019-10-15 11:53:00,3
2019-10-15 12:00:00,1
2019-10-15 12:10:00,1
2019-10-15 12:20:00,1
2019-10-15 12:30:00,1
2019-10-15 12:32:00,1
2019-10-15 12:41:00,1
2019-10-15 12:50:00,1
2019-10-15 13:01:00,1
2019-10-15 13:08:00,1
2019-10-15 13:10:00,1
2019-10-15 13:20:00,1
2019-10-15 13:44:00,1
2019-10-15 13:45:00,1
2019-10-15 13:57:00,1
2019-10-15 14:03:00,1
2019-10-15 14:12:00,1
2019-10-15 14:13:00,1
2019-10-15 14:14:00,1
2019-10-15 14:21:00,1
2019-10-15 14:30:00,1
2019-10-15 14:41:00,1
2019-10-15 14:50:00,1
2019-10-15 14:52:00,1
2019-10-15 14:54:00,1
2019-10-15 14:56:00,1
2019-10-15 15:01:00,1
2019-10-15 15:13:00,1
2019-10-15 15:21:00,1
2019-10-15 15:32:00,1
2019-10-15 15:41:00,3
2019-10-15 15:42:00,1
2019-10-15 15:51:00,1
2019-10-15 16:01:00,1
2019-10-15 16:11:00,1
2019-10-15 16:17:00,1
2019-10-15 16:21:00,1
2019-10-15 16:31:00,1
2019-10-15 16:40:00,1
2019-10-15 16:52:00,1
2019-10-15 16:54:00,1
2019-10-15 16:56:00,1
2019-10-15 16:58:00,1
2019-10-15 16:59:00,1
2019-10-15 17:01:00,1
2019-10-15 17:02:00,1
2019-10-15 17:13:00,1
2019-10-15 17:23:00,1
2019-10-15 17:33:00,1
2019-10-15 17:44:00,1
2019-10-15 17:53:00,1
2019-10-15 18:03:00,1
2019-10-15 18:14:00,1
2019-10-15 18:20:00,1
2019-10-15 18:23:00,1
2019-10-15 18:33:00,1
2019-10-15 18:34:00,1
2019-10-15 18:43:00,1
2019-10-15 18:56:00,2
2019-10-15 19:02:00,1
2019-10-15 19:04:00,1
2019-10-15 19:18:00,1
2019-10-15 19:21:00,1
2019-10-15 19:50:00,1
2019-10-15 20:00:00,1
2019-10-15 20:13:00,1
2019-10-15 20:30:00,1
2019-10-15 20:33:00,1
2019-10-15 20:38:00,1
2019-10-15 20:50:00,1
2019-10-15 21:01:00,1
2019-10-15 23:10:00,1
2019-10-15 23:19:00,1
2019-10-15 23:33:00,1
2019-10-15 23:34:00,1
2019-10-15 23:35:00,1
2019-10-15 23:50:00,1
