1864,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-10-15 12:31:00,211
2019-10-15 12:32:00,51
2019-10-15 12:33:00,77
2019-10-15 12:34:00,81
2019-10-15 12:36:00,65
2019-10-15 12:37:00,68
2019-10-15 12:38:00,24
2019-10-15 12:39:00,45
2019-10-15 12:40:00,192
2019-10-15 12:41:00,46
2019-10-15 12:42:00,31
2019-10-15 12:44:00,82
2019-10-15 12:45:00,255
2019-10-15 12:46:00,98
2019-10-15 12:48:00,126
2019-10-15 12:49:00,184
2019-10-15 12:50:00,200
2019-10-15 12:52:00,28
