2,"SELECT TOP # objID, absMagU, absMagG, absMagR, absMagI, absMagZ, z, zErr FROM DR1#.Photoz WHERE # < z AND z < # INTO #_#z0_#"
2019-09-10 11:02:00,1
2019-09-10 11:21:00,1
