390,"select s.ObjID,s.class,s.subclass,s.z,s.zErr,s.type from SpecPhoto s, dbo.fGetNearbyObjEq(#,#,#) n where s.ObjID = n.ObjID AND s.mode = #"
2019-09-10 00:00:00,1
2019-09-10 00:01:00,1
2019-09-10 00:11:00,1
2019-09-10 00:12:00,1
2019-09-10 00:25:00,1
2019-09-10 00:26:00,1
2019-09-10 00:31:00,2
2019-09-10 00:37:00,1
2019-09-10 00:40:00,1
2019-09-10 00:47:00,2
2019-09-10 00:58:00,1
2019-09-10 01:06:00,1
2019-09-10 01:10:00,1
2019-09-10 01:14:00,1
2019-09-10 01:29:00,1
2019-09-10 01:40:00,1
2019-09-10 01:41:00,1
2019-09-10 01:51:00,1
2019-09-10 01:59:00,1
2019-09-10 02:00:00,1
2019-09-10 02:12:00,1
2019-09-10 02:27:00,1
2019-09-10 02:39:00,2
2019-09-10 02:47:00,1
2019-09-10 02:55:00,1
2019-09-10 02:56:00,1
2019-09-10 03:10:00,1
2019-09-10 03:11:00,1
2019-09-10 03:16:00,1
2019-09-10 03:23:00,2
2019-09-10 03:34:00,1
2019-09-10 03:48:00,1
2019-09-10 03:56:00,1
2019-09-10 04:01:00,1
2019-09-10 04:11:00,1
2019-09-10 04:16:00,2
2019-09-10 04:26:00,1
2019-09-10 04:36:00,1
2019-09-10 04:45:00,2
2019-09-10 04:55:00,2
2019-09-10 05:03:00,1
2019-09-10 05:11:00,1
2019-09-10 05:12:00,1
2019-09-10 05:21:00,1
2019-09-10 05:28:00,1
2019-09-10 05:34:00,1
2019-09-10 05:35:00,1
2019-09-10 05:42:00,1
2019-09-10 05:54:00,1
2019-09-10 05:55:00,1
2019-09-10 06:07:00,1
2019-09-10 06:18:00,1
2019-09-10 06:26:00,1
2019-09-10 06:32:00,1
2019-09-10 06:33:00,1
2019-09-10 06:42:00,2
2019-09-10 06:50:00,2
2019-09-10 07:00:00,2
2019-09-10 07:08:00,1
2019-09-10 07:14:00,1
2019-09-10 07:15:00,1
2019-09-10 07:25:00,1
2019-09-10 07:26:00,1
2019-09-10 07:33:00,1
2019-09-10 07:40:00,1
2019-09-10 07:50:00,2
2019-09-10 07:56:00,1
2019-09-10 08:00:00,2
2019-09-10 08:08:00,2
2019-09-10 08:15:00,1
2019-09-10 08:23:00,2
2019-09-10 08:32:00,2
2019-09-10 08:39:00,2
2019-09-10 08:48:00,1
2019-09-10 08:56:00,1
2019-09-10 08:57:00,1
2019-09-10 09:04:00,2
2019-09-10 09:15:00,1
2019-09-10 09:22:00,2
2019-09-10 09:31:00,2
2019-09-10 09:39:00,2
2019-09-10 09:45:00,1
2019-09-10 09:50:00,2
2019-09-10 09:54:00,1
2019-09-10 10:00:00,2
2019-09-10 10:08:00,1
2019-09-10 10:13:00,1
2019-09-10 10:17:00,1
2019-09-10 10:22:00,1
2019-09-10 10:23:00,1
2019-09-10 10:28:00,1
2019-09-10 10:34:00,2
2019-09-10 10:40:00,1
2019-09-10 10:41:00,1
2019-09-10 10:48:00,2
2019-09-10 10:55:00,1
2019-09-10 10:56:00,1
2019-09-10 11:03:00,2
2019-09-10 11:09:00,1
2019-09-10 11:10:00,1
2019-09-10 11:16:00,1
2019-09-10 11:17:00,1
2019-09-10 11:23:00,2
2019-09-10 11:29:00,1
2019-09-10 11:30:00,1
2019-09-10 11:37:00,2
2019-09-10 11:45:00,2
2019-09-10 11:52:00,1
2019-09-10 11:53:00,1
2019-09-10 12:00:00,1
2019-09-10 12:05:00,1
2019-09-10 12:12:00,1
2019-09-10 12:13:00,1
2019-09-10 12:22:00,2
2019-09-10 12:28:00,2
2019-09-10 12:36:00,2
2019-09-10 12:43:00,1
2019-09-10 12:52:00,1
2019-09-10 13:01:00,2
2019-09-10 13:09:00,1
2019-09-10 13:10:00,1
2019-09-10 13:20:00,1
2019-09-10 13:27:00,2
2019-09-10 13:33:00,1
2019-09-10 13:34:00,1
2019-09-10 13:39:00,1
2019-09-10 13:42:00,1
2019-09-10 13:46:00,1
2019-09-10 13:49:00,1
2019-09-10 13:55:00,1
2019-09-10 13:56:00,1
2019-09-10 14:00:00,2
2019-09-10 14:05:00,2
2019-09-10 14:10:00,2
2019-09-10 14:14:00,2
2019-09-10 14:19:00,2
2019-09-10 14:23:00,2
2019-09-10 14:28:00,2
2019-09-10 14:31:00,2
2019-09-10 14:35:00,1
2019-09-10 14:36:00,1
2019-09-10 14:40:00,2
2019-09-10 14:44:00,1
2019-09-10 14:47:00,1
2019-09-10 14:48:00,1
2019-09-10 14:50:00,1
2019-09-10 14:52:00,1
2019-09-10 14:54:00,1
2019-09-10 14:57:00,1
2019-09-10 15:00:00,2
2019-09-10 15:04:00,1
2019-09-10 15:05:00,1
2019-09-10 15:11:00,1
2019-09-10 15:17:00,1
2019-09-10 15:18:00,1
2019-09-10 15:19:00,1
2019-09-10 15:25:00,1
2019-09-10 15:27:00,1
2019-09-10 15:29:00,1
2019-09-10 15:30:00,1
2019-09-10 15:32:00,2
2019-09-10 15:38:00,1
2019-09-10 15:41:00,2
2019-09-10 15:47:00,1
2019-09-10 15:48:00,1
2019-09-10 15:54:00,2
2019-09-10 15:58:00,1
2019-09-10 15:59:00,1
2019-09-10 16:05:00,1
2019-09-10 16:07:00,1
2019-09-10 16:08:00,2
2019-09-10 16:12:00,2
2019-09-10 16:15:00,1
2019-09-10 16:18:00,1
2019-09-10 16:21:00,1
2019-09-10 16:25:00,1
2019-09-10 16:30:00,2
2019-09-10 16:34:00,1
2019-09-10 16:39:00,2
2019-09-10 16:45:00,1
2019-09-10 16:46:00,1
2019-09-10 16:52:00,1
2019-09-10 16:56:00,1
2019-09-10 16:57:00,1
2019-09-10 17:02:00,2
2019-09-10 17:05:00,1
2019-09-10 17:06:00,1
2019-09-10 17:07:00,1
2019-09-10 17:09:00,1
2019-09-10 17:10:00,2
2019-09-10 17:11:00,1
2019-09-10 17:12:00,2
2019-09-10 17:13:00,1
2019-09-10 17:17:00,2
2019-09-10 17:21:00,1
2019-09-10 17:22:00,1
2019-09-10 17:28:00,1
2019-09-10 17:29:00,1
2019-09-10 17:36:00,2
2019-09-10 17:43:00,2
2019-09-10 17:49:00,2
2019-09-10 17:55:00,2
2019-09-10 18:01:00,1
2019-09-10 18:10:00,1
2019-09-10 18:11:00,1
2019-09-10 18:12:00,1
2019-09-10 18:13:00,1
2019-09-10 18:14:00,1
2019-09-10 18:15:00,2
2019-09-10 18:17:00,2
2019-09-10 18:18:00,1
2019-09-10 18:19:00,1
2019-09-10 18:20:00,1
2019-09-10 18:21:00,2
2019-09-10 18:23:00,2
2019-09-10 18:24:00,1
2019-09-10 18:25:00,2
2019-09-10 18:27:00,1
2019-09-10 18:28:00,2
2019-09-10 18:31:00,1
2019-09-10 18:33:00,1
2019-09-10 18:35:00,1
2019-09-10 18:36:00,1
2019-09-10 18:38:00,1
2019-09-10 18:41:00,1
2019-09-10 18:44:00,2
2019-09-10 18:53:00,1
2019-09-10 19:01:00,1
2019-09-10 19:03:00,1
2019-09-10 19:08:00,2
2019-09-10 19:13:00,1
2019-09-10 19:14:00,1
2019-09-10 19:19:00,2
2019-09-10 19:21:00,2
2019-09-10 19:27:00,1
2019-09-10 19:31:00,2
2019-09-10 19:35:00,1
2019-09-10 19:38:00,1
2019-09-10 19:40:00,1
2019-09-10 19:47:00,2
2019-09-10 19:51:00,1
2019-09-10 19:52:00,1
2019-09-10 19:58:00,1
2019-09-10 19:59:00,1
2019-09-10 20:07:00,2
2019-09-10 20:11:00,1
2019-09-10 20:12:00,1
2019-09-10 20:21:00,1
2019-09-10 20:24:00,2
2019-09-10 20:29:00,2
2019-09-10 20:37:00,2
2019-09-10 20:43:00,2
2019-09-10 20:49:00,1
2019-09-10 20:50:00,1
2019-09-10 20:56:00,2
2019-09-10 21:01:00,1
2019-09-10 21:07:00,1
2019-09-10 21:14:00,2
2019-09-10 21:20:00,2
2019-09-10 21:28:00,2
2019-09-10 21:37:00,1
2019-09-10 21:43:00,1
2019-09-10 21:44:00,1
2019-09-10 21:49:00,2
2019-09-10 21:59:00,1
2019-09-10 22:07:00,1
2019-09-10 22:11:00,2
2019-09-10 22:15:00,1
2019-09-10 22:16:00,1
2019-09-10 22:18:00,1
2019-09-10 22:20:00,2
2019-09-10 22:23:00,2
2019-09-10 22:26:00,1
2019-09-10 22:29:00,1
2019-09-10 22:32:00,1
2019-09-10 22:36:00,1
2019-09-10 22:41:00,2
2019-09-10 22:45:00,2
2019-09-10 22:51:00,2
2019-09-10 22:57:00,2
2019-09-10 23:02:00,1
2019-09-10 23:03:00,1
2019-09-10 23:09:00,1
2019-09-10 23:12:00,1
2019-09-10 23:13:00,1
2019-09-10 23:18:00,1
2019-09-10 23:20:00,1
2019-09-10 23:24:00,1
2019-09-10 23:25:00,1
2019-09-10 23:29:00,1
2019-09-10 23:30:00,1
2019-09-10 23:36:00,2
2019-09-10 23:42:00,2
2019-09-10 23:47:00,1
2019-09-10 23:48:00,1
2019-09-10 23:50:00,1
2019-09-10 23:51:00,1
2019-09-10 23:52:00,2
2019-09-10 23:55:00,1
2019-09-10 23:56:00,1
