230,select * from dbo.fDocColumns(&&&)
2019-09-10 00:09:00,1
2019-09-10 00:13:00,1
2019-09-10 00:33:00,2
2019-09-10 00:34:00,1
2019-09-10 00:35:00,16
2019-09-10 00:36:00,9
2019-09-10 00:37:00,14
2019-09-10 00:38:00,23
2019-09-10 00:39:00,13
2019-09-10 00:40:00,14
2019-09-10 00:41:00,5
2019-09-10 00:51:00,1
2019-09-10 00:57:00,2
2019-09-10 00:59:00,1
2019-09-10 01:03:00,2
2019-09-10 01:13:00,1
2019-09-10 01:33:00,1
2019-09-10 01:46:00,1
2019-09-10 02:02:00,1
2019-09-10 02:12:00,2
2019-09-10 02:13:00,4
2019-09-10 03:18:00,2
2019-09-10 03:28:00,2
2019-09-10 03:49:00,1
2019-09-10 03:51:00,1
2019-09-10 03:52:00,1
2019-09-10 04:37:00,1
2019-09-10 04:44:00,1
2019-09-10 04:45:00,1
2019-09-10 04:47:00,1
2019-09-10 05:18:00,1
2019-09-10 05:54:00,1
2019-09-10 05:57:00,1
2019-09-10 05:59:00,1
2019-09-10 06:16:00,1
2019-09-10 06:17:00,1
2019-09-10 07:02:00,1
2019-09-10 07:05:00,1
2019-09-10 07:14:00,2
2019-09-10 08:00:00,2
2019-09-10 08:04:00,1
2019-09-10 08:25:00,1
2019-09-10 08:27:00,1
2019-09-10 08:51:00,1
2019-09-10 09:04:00,1
2019-09-10 09:28:00,1
2019-09-10 09:31:00,1
2019-09-10 10:21:00,2
2019-09-10 10:56:00,1
2019-09-10 10:57:00,1
2019-09-10 11:13:00,3
2019-09-10 11:15:00,1
2019-09-10 11:16:00,3
2019-09-10 11:17:00,2
2019-09-10 11:25:00,4
2019-09-10 11:26:00,6
2019-09-10 11:27:00,1
2019-09-10 11:28:00,1
2019-09-10 11:29:00,2
2019-09-10 11:30:00,2
2019-09-10 11:38:00,1
2019-09-10 11:44:00,4
2019-09-10 11:45:00,1
2019-09-10 11:50:00,1
2019-09-10 11:57:00,1
2019-09-10 11:58:00,1
2019-09-10 12:01:00,1
2019-09-10 12:10:00,5
2019-09-10 12:11:00,1
2019-09-10 12:20:00,1
2019-09-10 12:23:00,1
2019-09-10 12:24:00,1
2019-09-10 12:29:00,1
2019-09-10 12:39:00,1
2019-09-10 13:01:00,1
2019-09-10 13:08:00,1
2019-09-10 13:21:00,2
2019-09-10 13:24:00,1
2019-09-10 13:25:00,1
2019-09-10 13:27:00,2
2019-09-10 14:03:00,2
2019-09-10 14:49:00,1
2019-09-10 14:51:00,1
2019-09-10 14:58:00,1
2019-09-10 15:00:00,1
2019-09-10 15:05:00,1
2019-09-10 15:56:00,1
2019-09-10 16:35:00,1
2019-09-10 16:39:00,1
2019-09-10 17:00:00,2
2019-09-10 17:30:00,1
2019-09-10 18:09:00,1
2019-09-10 18:25:00,1
2019-09-10 18:29:00,2
2019-09-10 18:39:00,1
2019-09-10 19:31:00,2
2019-09-10 19:40:00,2
2019-09-10 20:12:00,1
2019-09-10 22:16:00,1
2019-09-10 22:25:00,1
2019-09-10 22:38:00,1
2019-09-10 23:45:00,1
