31,SELECT * FROM StellarMassGalSpecLineOUTER1#
2019-09-10 18:19:00,10
2019-09-10 18:29:00,10
2019-09-10 19:56:00,2
2019-09-10 19:57:00,8
2019-09-10 20:06:00,1
