14,"SELECT  p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-09-10 02:05:00,1
2019-09-10 06:01:00,1
2019-09-10 09:21:00,1
2019-09-10 10:44:00,1
2019-09-10 10:50:00,1
2019-09-10 12:27:00,1
2019-09-10 12:59:00,1
2019-09-10 13:16:00,1
2019-09-10 14:01:00,1
2019-09-10 19:22:00,1
2019-09-10 20:53:00,1
2019-09-10 20:54:00,1
2019-09-10 20:58:00,1
2019-09-10 21:08:00,1
