1363,"SELECT  &&& + cast(p.apstar_id as varchar(#)) + &&& + cast(p.apstar_id as varchar(#)) + &&& as apstar_id,    p.apogee_id,p.ra, p.dec, p.glon, p.glat,    p.vhelio_avg,p.vscatter,    a.teff,a.logg,a.metals    FROM apogeeStar p    JOIN fGetNearbyApogeeStarEq(#,#,#) n on p.apstar_id=n.apstar_id    JOIN aspcapStar a on a.apstar_id = p.apstar_id"
2019-09-10 00:00:00,8
2019-09-10 00:03:00,1
2019-09-10 00:10:00,8
2019-09-10 00:13:00,1
2019-09-10 00:20:00,8
2019-09-10 00:23:00,1
2019-09-10 00:30:00,8
2019-09-10 00:33:00,1
2019-09-10 00:40:00,8
2019-09-10 00:43:00,1
2019-09-10 00:50:00,10
2019-09-10 00:53:00,1
2019-09-10 01:00:00,2
2019-09-10 01:01:00,6
2019-09-10 01:03:00,1
2019-09-10 01:10:00,2
2019-09-10 01:11:00,6
2019-09-10 01:13:00,1
2019-09-10 01:20:00,2
2019-09-10 01:21:00,6
2019-09-10 01:23:00,1
2019-09-10 01:30:00,2
2019-09-10 01:31:00,6
2019-09-10 01:33:00,1
2019-09-10 01:40:00,2
2019-09-10 01:41:00,6
2019-09-10 01:43:00,1
2019-09-10 01:50:00,2
2019-09-10 01:51:00,6
2019-09-10 01:53:00,1
2019-09-10 02:00:00,2
2019-09-10 02:01:00,6
2019-09-10 02:03:00,1
2019-09-10 02:10:00,2
2019-09-10 02:11:00,6
2019-09-10 02:13:00,1
2019-09-10 02:20:00,2
2019-09-10 02:21:00,6
2019-09-10 02:23:00,1
2019-09-10 02:30:00,2
2019-09-10 02:31:00,6
2019-09-10 02:33:00,1
2019-09-10 02:40:00,2
2019-09-10 02:41:00,6
2019-09-10 02:43:00,1
2019-09-10 02:50:00,2
2019-09-10 02:51:00,6
2019-09-10 02:53:00,1
2019-09-10 03:00:00,2
2019-09-10 03:01:00,6
2019-09-10 03:03:00,1
2019-09-10 03:10:00,2
2019-09-10 03:11:00,6
