141,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-07-20 14:36:00,2
2019-07-20 14:38:00,2
2019-07-20 14:39:00,2
2019-07-20 14:40:00,2
2019-07-20 14:50:00,2
2019-07-20 14:52:00,2
2019-07-20 14:53:00,2
2019-07-20 14:54:00,2
2019-07-20 15:04:00,2
2019-07-20 15:05:00,2
2019-07-20 15:06:00,2
2019-07-20 15:07:00,2
2019-07-20 16:43:00,6
2019-07-20 16:44:00,4
2019-07-20 16:46:00,8
2019-07-20 16:47:00,2
2019-07-20 16:48:00,6
2019-07-20 16:49:00,4
2019-07-20 16:50:00,4
2019-07-20 16:51:00,6
2019-07-20 17:05:00,4
2019-07-20 17:06:00,6
2019-07-20 17:08:00,8
2019-07-20 17:09:00,2
2019-07-20 17:10:00,6
2019-07-20 17:11:00,4
2019-07-20 17:12:00,4
2019-07-20 17:13:00,6
2019-07-20 17:27:00,2
2019-07-20 17:28:00,8
2019-07-20 17:30:00,8
2019-07-20 17:31:00,2
2019-07-20 17:32:00,6
2019-07-20 17:33:00,4
2019-07-20 17:34:00,4
2019-07-20 17:35:00,3
