2934,"select  	r.run, r.rerun, r.camcol, r.field, f.fieldId, r.stripe, r.strip,  	r.ra, r.dec, r.raMin, r.raMax, r.decMin, r.decMax,  	r.mu, r.nu, r.incl, r.node, 	r.a, r.b, r.c, r.d, r.e, r.f,  	f.quality, 	f.a_u, f.b_u, f.c_u, f.d_u, f.e_u, f.f_u, 	f.a_g, f.b_g, f.c_g, f.d_g, f.e_g, f.f_g, 	f.a_r, f.b_r, f.c_r, f.d_r, f.e_r, f.f_r, 	f.a_i, f.b_i, f.c_i, f.d_i, f.e_i, f.f_i, 	f.a_z, f.b_z, f.c_z, f.d_z, f.e_z, f.f_z,   dbo.fGetUrlFitsCFrame(f.fieldId,&&&) as u_url, 	dbo.fGetUrlFitsCFrame(f.fieldId,&&&) as g_url, 	dbo.fGetUrlFitsCFrame(f.fieldId,&&&) as r_url, 	dbo.fGetUrlFitsCFrame(f.fieldId,&&&) as i_url, 	dbo.fGetUrlFitsCFrame(f.fieldId,&&&) as z_url   from dbo.fGetNearbyFrameEq(#,#,#,#) n, Frame r, Field f   where f.fieldId=r.fieldId and r.fieldId=n.fieldId and r.zoom=#"
2019-07-20 00:02:00,1
2019-07-20 00:03:00,1
2019-07-20 00:04:00,4
2019-07-20 00:05:00,8
2019-07-20 00:06:00,11
2019-07-20 00:07:00,1
2019-07-20 00:08:00,4
2019-07-20 00:09:00,4
2019-07-20 00:12:00,1
2019-07-20 00:13:00,1
2019-07-20 00:15:00,13
2019-07-20 00:16:00,7
2019-07-20 00:17:00,1
2019-07-20 00:22:00,1
2019-07-20 00:23:00,5
2019-07-20 00:24:00,4
2019-07-20 00:25:00,9
2019-07-20 00:26:00,7
2019-07-20 00:27:00,1
2019-07-20 00:32:00,2
2019-07-20 00:33:00,1
2019-07-20 00:34:00,2
2019-07-20 00:35:00,8
2019-07-20 00:36:00,11
2019-07-20 00:37:00,1
2019-07-20 00:40:00,4
2019-07-20 00:42:00,1
2019-07-20 00:43:00,1
2019-07-20 00:45:00,8
2019-07-20 00:46:00,11
2019-07-20 00:47:00,1
2019-07-20 00:51:00,4
2019-07-20 00:52:00,1
2019-07-20 00:53:00,1
2019-07-20 00:55:00,13
2019-07-20 00:56:00,7
2019-07-20 00:57:00,1
2019-07-20 01:02:00,1
2019-07-20 01:03:00,1
2019-07-20 01:05:00,8
2019-07-20 01:06:00,7
2019-07-20 01:07:00,1
2019-07-20 01:12:00,1
2019-07-20 01:13:00,2
2019-07-20 01:15:00,8
2019-07-20 01:16:00,7
2019-07-20 01:17:00,1
2019-07-20 01:22:00,1
2019-07-20 01:23:00,1
2019-07-20 01:25:00,8
2019-07-20 01:26:00,7
2019-07-20 01:27:00,1
2019-07-20 01:32:00,1
2019-07-20 01:33:00,1
2019-07-20 01:34:00,2
2019-07-20 01:35:00,8
2019-07-20 01:36:00,7
2019-07-20 01:37:00,1
2019-07-20 01:42:00,2
2019-07-20 01:43:00,1
2019-07-20 01:45:00,12
2019-07-20 01:46:00,7
2019-07-20 01:47:00,1
2019-07-20 01:52:00,1
2019-07-20 01:53:00,1
2019-07-20 01:55:00,13
2019-07-20 01:56:00,7
2019-07-20 01:57:00,1
2019-07-20 02:02:00,1
2019-07-20 02:03:00,1
2019-07-20 02:05:00,8
2019-07-20 02:06:00,7
2019-07-20 02:07:00,1
2019-07-20 02:12:00,1
2019-07-20 02:13:00,1
2019-07-20 02:15:00,8
2019-07-20 02:16:00,7
2019-07-20 02:17:00,1
2019-07-20 02:22:00,1
2019-07-20 02:23:00,1
2019-07-20 02:25:00,8
2019-07-20 02:26:00,11
2019-07-20 02:27:00,1
2019-07-20 02:32:00,1
2019-07-20 02:33:00,1
2019-07-20 02:34:00,12
2019-07-20 02:35:00,8
2019-07-20 02:36:00,7
2019-07-20 02:37:00,1
2019-07-20 02:38:00,10
2019-07-20 02:42:00,1
2019-07-20 02:43:00,1
2019-07-20 02:45:00,12
2019-07-20 02:46:00,7
2019-07-20 02:47:00,1
2019-07-20 02:52:00,1
2019-07-20 02:53:00,1
2019-07-20 02:55:00,8
2019-07-20 02:56:00,12
2019-07-20 02:57:00,2
2019-07-20 02:59:00,1
2019-07-20 03:00:00,1
2019-07-20 03:02:00,1
2019-07-20 03:03:00,2
2019-07-20 03:05:00,9
2019-07-20 03:06:00,7
2019-07-20 03:07:00,2
2019-07-20 03:12:00,1
2019-07-20 03:13:00,1
2019-07-20 03:15:00,8
2019-07-20 03:16:00,7
2019-07-20 03:17:00,2
2019-07-20 03:19:00,1
2019-07-20 03:20:00,1
2019-07-20 03:22:00,2
2019-07-20 03:23:00,1
2019-07-20 03:24:00,1
2019-07-20 03:25:00,8
