117,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-07-20 00:46:00,1
2019-07-20 01:45:00,1
2019-07-20 02:45:00,1
2019-07-20 03:45:00,1
2019-07-20 04:09:00,1
2019-07-20 04:10:00,1
2019-07-20 04:13:00,2
2019-07-20 04:17:00,2
2019-07-20 04:45:00,1
2019-07-20 05:46:00,1
2019-07-20 06:45:00,1
2019-07-20 07:06:00,1
2019-07-20 07:45:00,1
2019-07-20 07:59:00,2
2019-07-20 08:06:00,2
2019-07-20 08:45:00,1
2019-07-20 09:19:00,3
2019-07-20 09:20:00,3
2019-07-20 09:41:00,2
2019-07-20 09:42:00,4
2019-07-20 09:45:00,1
2019-07-20 10:04:00,2
2019-07-20 10:05:00,4
2019-07-20 10:22:00,3
2019-07-20 10:23:00,3
2019-07-20 10:37:00,2
2019-07-20 10:38:00,4
2019-07-20 10:45:00,1
2019-07-20 10:49:00,1
2019-07-20 10:50:00,4
2019-07-20 10:51:00,1
2019-07-20 11:45:00,1
2019-07-20 12:14:00,9
2019-07-20 12:24:00,1
2019-07-20 12:45:00,1
2019-07-20 13:45:00,1
2019-07-20 14:20:00,1
2019-07-20 14:45:00,1
2019-07-20 15:45:00,1
2019-07-20 15:54:00,1
2019-07-20 16:06:00,1
2019-07-20 16:12:00,1
2019-07-20 16:15:00,1
2019-07-20 16:16:00,1
2019-07-20 16:18:00,10
2019-07-20 16:25:00,1
2019-07-20 16:26:00,1
2019-07-20 16:27:00,1
2019-07-20 16:29:00,1
2019-07-20 16:31:00,1
2019-07-20 16:32:00,1
2019-07-20 16:46:00,1
2019-07-20 17:45:00,1
2019-07-20 18:21:00,9
2019-07-20 18:45:00,1
2019-07-20 19:45:00,1
2019-07-20 19:55:00,6
2019-07-20 19:56:00,3
