502,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-09-12 10:30:00,15
2019-09-12 10:31:00,26
2019-09-12 10:32:00,21
2019-09-12 10:50:00,1
2019-09-12 13:45:00,27
2019-09-12 13:46:00,31
2019-09-12 13:47:00,34
2019-09-12 13:48:00,1
2019-09-12 15:45:00,32
2019-09-12 15:46:00,4
2019-09-12 15:47:00,4
2019-09-12 15:50:00,31
2019-09-12 15:51:00,5
2019-09-12 15:52:00,14
2019-09-12 16:10:00,27
2019-09-12 16:11:00,17
2019-09-12 16:15:00,12
2019-09-12 16:20:00,25
2019-09-12 16:21:00,27
2019-09-12 16:22:00,30
2019-09-12 16:23:00,30
2019-09-12 16:24:00,30
2019-09-12 16:25:00,29
2019-09-12 16:26:00,28
2019-09-12 20:35:00,1
