336,"SELECT ra, dec, petroMag_g, petroMagErr_g, petroMag_r, petroMagErr_r, petroMag_i, petroMagErr_i FROM star WHERE (ra between # and #) and (dec between # and #) and (petroMag_g < #) and (petroMag_g>#)"
2019-09-12 00:04:00,1
2019-09-12 00:12:00,1
2019-09-12 00:25:00,1
2019-09-12 00:27:00,1
2019-09-12 00:30:00,1
2019-09-12 00:32:00,1
2019-09-12 00:33:00,1
2019-09-12 00:34:00,1
2019-09-12 00:37:00,1
2019-09-12 00:40:00,1
2019-09-12 00:41:00,1
2019-09-12 00:43:00,1
2019-09-12 00:46:00,1
2019-09-12 00:48:00,1
2019-09-12 00:51:00,1
2019-09-12 01:00:00,1
2019-09-12 01:04:00,1
2019-09-12 01:10:00,1
2019-09-12 01:16:00,1
2019-09-12 01:26:00,1
2019-09-12 01:36:00,1
2019-09-12 01:45:00,1
2019-09-12 01:51:00,1
2019-09-12 02:01:00,1
2019-09-12 02:07:00,1
2019-09-12 02:13:00,1
2019-09-12 02:15:00,1
2019-09-12 02:21:00,1
2019-09-12 02:36:00,1
2019-09-12 02:43:00,1
2019-09-12 02:49:00,1
2019-09-12 03:01:00,1
2019-09-12 03:07:00,1
2019-09-12 03:12:00,1
2019-09-12 03:14:00,1
2019-09-12 03:24:00,1
2019-09-12 03:31:00,1
2019-09-12 03:34:00,1
2019-09-12 03:44:00,1
2019-09-12 04:04:00,1
2019-09-12 04:09:00,1
2019-09-12 04:25:00,1
2019-09-12 04:41:00,1
2019-09-12 04:48:00,1
2019-09-12 04:57:00,1
2019-09-12 05:01:00,1
2019-09-12 05:03:00,1
2019-09-12 05:05:00,1
2019-09-12 05:08:00,1
2019-09-12 05:16:00,1
2019-09-12 05:18:00,1
2019-09-12 05:21:00,1
2019-09-12 05:23:00,1
2019-09-12 05:26:00,1
2019-09-12 05:28:00,1
2019-09-12 05:30:00,1
2019-09-12 05:32:00,1
2019-09-12 05:33:00,1
2019-09-12 05:42:00,1
2019-09-12 05:50:00,1
2019-09-12 05:58:00,1
2019-09-12 10:43:00,1
2019-09-12 10:44:00,1
2019-09-12 10:45:00,2
2019-09-12 10:48:00,1
2019-09-12 10:49:00,1
2019-09-12 10:56:00,1
2019-09-12 10:57:00,1
2019-09-12 10:59:00,1
2019-09-12 11:01:00,1
2019-09-12 11:02:00,1
2019-09-12 11:03:00,1
2019-09-12 11:05:00,1
2019-09-12 11:06:00,1
2019-09-12 11:07:00,1
2019-09-12 11:08:00,1
2019-09-12 11:09:00,2
2019-09-12 11:10:00,1
2019-09-12 11:11:00,2
2019-09-12 11:12:00,1
2019-09-12 11:16:00,2
2019-09-12 11:18:00,1
2019-09-12 11:25:00,2
2019-09-12 11:26:00,1
2019-09-12 11:28:00,2
2019-09-12 11:29:00,1
2019-09-12 11:30:00,1
2019-09-12 11:31:00,1
2019-09-12 11:32:00,2
2019-09-12 11:33:00,1
2019-09-12 11:34:00,1
2019-09-12 11:37:00,2
2019-09-12 11:40:00,1
2019-09-12 11:41:00,1
2019-09-12 11:44:00,1
2019-09-12 11:51:00,1
2019-09-12 11:52:00,1
2019-09-12 11:58:00,1
2019-09-12 12:01:00,1
2019-09-12 12:02:00,1
2019-09-12 12:04:00,1
2019-09-12 12:07:00,1
2019-09-12 12:08:00,1
2019-09-12 12:09:00,1
2019-09-12 12:11:00,1
2019-09-12 12:12:00,1
2019-09-12 12:14:00,1
2019-09-12 12:15:00,1
2019-09-12 12:18:00,1
2019-09-12 12:21:00,1
2019-09-12 12:27:00,2
2019-09-12 12:31:00,1
2019-09-12 12:36:00,1
2019-09-12 12:37:00,1
2019-09-12 12:38:00,1
2019-09-12 12:40:00,1
2019-09-12 12:43:00,1
2019-09-12 12:44:00,1
2019-09-12 12:45:00,1
2019-09-12 12:46:00,1
2019-09-12 12:48:00,1
2019-09-12 12:50:00,2
2019-09-12 12:54:00,1
2019-09-12 12:55:00,2
2019-09-12 12:56:00,1
2019-09-12 12:58:00,1
2019-09-12 12:59:00,1
2019-09-12 13:05:00,1
2019-09-12 13:11:00,2
2019-09-12 13:15:00,1
2019-09-12 13:16:00,2
2019-09-12 13:17:00,1
2019-09-12 13:19:00,1
2019-09-12 13:20:00,1
2019-09-12 13:22:00,1
2019-09-12 13:25:00,2
2019-09-12 13:26:00,2
2019-09-12 13:27:00,1
2019-09-12 13:29:00,1
2019-09-12 13:30:00,1
2019-09-12 13:31:00,1
2019-09-12 13:33:00,1
2019-09-12 13:35:00,1
2019-09-12 13:36:00,1
2019-09-12 13:39:00,1
2019-09-12 13:43:00,1
2019-09-12 13:44:00,1
2019-09-12 13:46:00,1
2019-09-12 13:49:00,1
2019-09-12 13:52:00,1
2019-09-12 13:55:00,1
2019-09-12 13:56:00,1
2019-09-12 13:59:00,1
2019-09-12 14:02:00,1
2019-09-12 14:05:00,2
2019-09-12 14:08:00,1
2019-09-12 14:09:00,1
2019-09-12 14:12:00,1
2019-09-12 14:13:00,2
2019-09-12 14:15:00,2
2019-09-12 14:18:00,1
2019-09-12 14:20:00,1
2019-09-12 14:21:00,1
2019-09-12 14:24:00,1
2019-09-12 14:25:00,1
2019-09-12 14:28:00,1
2019-09-12 14:29:00,1
2019-09-12 14:30:00,1
2019-09-12 14:31:00,1
2019-09-12 14:34:00,1
2019-09-12 14:38:00,2
2019-09-12 14:39:00,2
2019-09-12 14:41:00,1
