16,"select yy, mm, dd, hh, mi, ss,  logID, clientIP, op, command, error, browser,  isvisible, referer, bytesOut, bytesIn, elapsed  into weblogall2#_#_#h_to_#_#h  from weblogall  where yy = #   and mm between # and #   and dd between # and #   and hh between # and #"
2019-09-12 06:57:00,1
2019-09-12 07:42:00,1
2019-09-12 08:28:00,1
2019-09-12 09:06:00,1
2019-09-12 09:41:00,1
2019-09-12 10:17:00,1
2019-09-12 10:52:00,1
2019-09-12 11:01:00,1
2019-09-12 11:22:00,1
2019-09-12 11:36:00,1
2019-09-12 12:16:00,1
2019-09-12 13:08:00,1
2019-09-12 13:32:00,1
2019-09-12 14:00:00,1
2019-09-12 14:21:00,1
2019-09-12 14:54:00,1
