57,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-09-12 05:56:00,1
2019-09-12 06:03:00,1
2019-09-12 07:55:00,1
2019-09-12 08:10:00,1
2019-09-12 08:55:00,1
2019-09-12 10:05:00,1
2019-09-12 10:11:00,1
2019-09-12 10:29:00,2
2019-09-12 11:38:00,1
2019-09-12 11:39:00,2
2019-09-12 11:40:00,3
2019-09-12 11:41:00,1
2019-09-12 11:42:00,2
2019-09-12 11:43:00,4
2019-09-12 11:44:00,5
2019-09-12 11:45:00,5
2019-09-12 11:47:00,1
2019-09-12 11:48:00,1
2019-09-12 11:49:00,2
2019-09-12 11:50:00,2
2019-09-12 11:51:00,2
2019-09-12 11:52:00,1
2019-09-12 12:16:00,1
2019-09-12 12:56:00,1
2019-09-12 12:57:00,2
2019-09-12 12:58:00,1
2019-09-12 13:09:00,1
2019-09-12 13:10:00,1
2019-09-12 14:02:00,2
2019-09-12 16:39:00,1
2019-09-12 16:40:00,1
2019-09-12 16:51:00,1
2019-09-12 17:14:00,1
2019-09-12 17:15:00,1
2019-09-12 18:23:00,1
2019-09-12 22:34:00,1
