34486,"select ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,petroR5#_r,probPSF,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z, p.objid from (PhotoTag p inner join fGetObjFromRectEq(#,#,#,#) r on p.objid=r.objid)"
2019-09-12 00:00:00,5
2019-09-12 00:01:00,2
2019-09-12 00:09:00,86
2019-09-12 00:10:00,87
2019-09-12 00:11:00,212
2019-09-12 00:12:00,230
2019-09-12 00:13:00,24
2019-09-12 00:14:00,30
2019-09-12 00:15:00,30
2019-09-12 00:16:00,51
2019-09-12 00:21:00,32
2019-09-12 00:22:00,87
2019-09-12 00:23:00,75
2019-09-12 00:24:00,59
2019-09-12 00:25:00,61
2019-09-12 00:26:00,68
2019-09-12 00:27:00,134
2019-09-12 00:28:00,40
2019-09-12 00:29:00,38
2019-09-12 00:30:00,38
2019-09-12 00:31:00,75
2019-09-12 00:32:00,115
2019-09-12 00:33:00,66
2019-09-12 00:34:00,29
2019-09-12 00:35:00,23
2019-09-12 00:36:00,38
2019-09-12 00:37:00,97
2019-09-12 00:38:00,82
2019-09-12 00:39:00,78
2019-09-12 00:40:00,81
2019-09-12 00:41:00,109
2019-09-12 00:42:00,121
2019-09-12 00:43:00,76
2019-09-12 00:44:00,78
2019-09-12 00:45:00,59
2019-09-12 00:46:00,60
2019-09-12 00:47:00,145
2019-09-12 00:48:00,176
2019-09-12 00:49:00,123
2019-09-12 00:50:00,36
2019-09-12 00:51:00,44
2019-09-12 00:52:00,29
2019-09-12 00:53:00,72
2019-09-12 00:54:00,68
2019-09-12 00:55:00,70
2019-09-12 00:56:00,75
2019-09-12 00:57:00,52
2019-09-12 00:58:00,46
2019-09-12 00:59:00,41
2019-09-12 01:00:00,24
2019-09-12 01:01:00,18
2019-09-12 01:02:00,28
2019-09-12 01:03:00,28
2019-09-12 01:04:00,15
2019-09-12 01:05:00,14
2019-09-12 01:06:00,19
2019-09-12 01:07:00,54
2019-09-12 01:08:00,46
2019-09-12 01:09:00,40
2019-09-12 01:10:00,13
2019-09-12 01:11:00,32
2019-09-12 01:12:00,26
2019-09-12 01:13:00,24
2019-09-12 01:14:00,26
2019-09-12 01:15:00,19
2019-09-12 01:16:00,13
2019-09-12 01:17:00,53
2019-09-12 01:18:00,51
2019-09-12 01:19:00,46
2019-09-12 01:20:00,49
2019-09-12 01:21:00,52
2019-09-12 01:22:00,70
2019-09-12 01:23:00,74
2019-09-12 01:24:00,53
2019-09-12 01:25:00,96
2019-09-12 01:26:00,82
2019-09-12 01:27:00,78
2019-09-12 01:28:00,55
2019-09-12 01:29:00,30
2019-09-12 01:30:00,56
2019-09-12 01:31:00,52
2019-09-12 01:32:00,43
2019-09-12 01:33:00,44
2019-09-12 01:34:00,25
2019-09-12 01:35:00,18
2019-09-12 01:36:00,37
2019-09-12 01:37:00,51
2019-09-12 01:38:00,64
2019-09-12 01:39:00,18
2019-09-12 01:40:00,17
2019-09-12 01:41:00,19
2019-09-12 01:42:00,26
2019-09-12 01:43:00,69
2019-09-12 01:44:00,32
2019-09-12 01:45:00,21
2019-09-12 01:46:00,27
2019-09-12 01:47:00,27
2019-09-12 01:48:00,62
2019-09-12 01:49:00,65
2019-09-12 01:50:00,66
2019-09-12 01:51:00,95
2019-09-12 01:52:00,66
2019-09-12 01:53:00,64
2019-09-12 01:54:00,37
2019-09-12 01:55:00,35
2019-09-12 01:56:00,43
2019-09-12 01:57:00,16
2019-09-12 01:58:00,29
2019-09-12 01:59:00,31
2019-09-12 02:00:00,24
2019-09-12 02:01:00,27
2019-09-12 02:02:00,16
2019-09-12 02:03:00,21
2019-09-12 02:04:00,30
2019-09-12 02:05:00,29
2019-09-12 02:06:00,24
2019-09-12 02:07:00,26
2019-09-12 02:08:00,11
2019-09-12 02:09:00,15
2019-09-12 02:10:00,34
2019-09-12 02:11:00,44
2019-09-12 02:12:00,30
2019-09-12 02:13:00,19
2019-09-12 02:14:00,16
2019-09-12 02:15:00,14
2019-09-12 02:16:00,35
2019-09-12 02:17:00,54
2019-09-12 02:18:00,18
2019-09-12 02:19:00,8
2019-09-12 02:20:00,8
2019-09-12 02:21:00,11
2019-09-12 02:22:00,13
2019-09-12 02:23:00,22
2019-09-12 02:24:00,22
2019-09-12 02:25:00,20
2019-09-12 02:26:00,19
2019-09-12 02:27:00,20
2019-09-12 02:28:00,9
2019-09-12 02:29:00,14
