454,"select s.ObjID, s.ra,s.dec,s.deVRad_r,s.deVAB_r,s.raErr,s.decErr,s.type,s.modelMag_u,s.modelMagErr_u,s.modelMag_g,s.modelMagErr_g,s.modelMag_r,s.modelMagErr_r,s.modelMag_i,s.modelMagErr_i,s.modelMag_z,s.modelMagErr_z from PhotoPrimary s, dbo.fGetNearbyObjEq(#,#,#) n where s.ObjID = n.ObjID AND s.mode = #"
2019-09-12 00:00:00,1
2019-09-12 00:01:00,1
2019-09-12 00:08:00,1
2019-09-12 00:10:00,1
2019-09-12 00:15:00,1
2019-09-12 00:16:00,1
2019-09-12 00:23:00,1
2019-09-12 00:24:00,1
2019-09-12 00:31:00,1
2019-09-12 00:32:00,1
2019-09-12 00:39:00,1
2019-09-12 00:40:00,1
2019-09-12 00:48:00,2
2019-09-12 00:57:00,2
2019-09-12 01:05:00,2
2019-09-12 01:08:00,2
2019-09-12 01:16:00,2
2019-09-12 01:22:00,2
2019-09-12 01:30:00,1
2019-09-12 01:34:00,1
2019-09-12 01:40:00,1
2019-09-12 01:41:00,1
2019-09-12 01:48:00,2
2019-09-12 01:56:00,1
2019-09-12 01:57:00,1
2019-09-12 02:12:00,1
2019-09-12 02:18:00,2
2019-09-12 02:25:00,1
2019-09-12 02:26:00,1
2019-09-12 02:32:00,2
2019-09-12 02:39:00,1
2019-09-12 02:40:00,1
2019-09-12 02:48:00,1
2019-09-12 02:53:00,2
2019-09-12 03:00:00,2
2019-09-12 03:06:00,1
2019-09-12 03:07:00,1
2019-09-12 03:13:00,1
2019-09-12 03:14:00,1
2019-09-12 03:21:00,2
2019-09-12 03:29:00,1
2019-09-12 03:36:00,1
2019-09-12 03:43:00,1
2019-09-12 03:51:00,2
2019-09-12 04:01:00,1
2019-09-12 04:10:00,2
2019-09-12 04:18:00,2
2019-09-12 04:25:00,2
2019-09-12 04:34:00,1
2019-09-12 04:35:00,1
2019-09-12 04:37:00,1
2019-09-12 04:38:00,1
2019-09-12 04:40:00,1
2019-09-12 04:41:00,1
2019-09-12 04:42:00,2
2019-09-12 05:27:00,1
2019-09-12 05:28:00,1
2019-09-12 05:32:00,1
2019-09-12 05:40:00,1
