960,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.raErr, p.decErr, p.psfMag_u,p.psfMag_g,p.psfMag_r,p.psfMag_i,p.psfMag_z, p.psfMagErr_u,p.psfMagErr_g,p.psfMagErr_r,p.psfMagErr_i,p.psfMagErr_z, p.petroR5#_u,p.petroR5#_g,p.petroR5#_r,p.petroR5#_i,p.petroR5#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMagErr_u,p.modelMagErr_g,p.modelMagErr_r,p.modelMagErr_i,p.modelMagErr_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-09-12 00:29:00,2
2019-09-12 00:30:00,2
2019-09-12 00:31:00,2
2019-09-12 00:32:00,3
2019-09-12 00:33:00,2
2019-09-12 00:34:00,1
2019-09-12 00:35:00,2
2019-09-12 00:36:00,2
2019-09-12 00:37:00,2
2019-09-12 00:38:00,3
2019-09-12 00:39:00,2
2019-09-12 00:42:00,2
2019-09-12 00:43:00,2
2019-09-12 00:44:00,2
2019-09-12 00:45:00,2
2019-09-12 00:46:00,2
2019-09-12 00:47:00,3
2019-09-12 00:48:00,2
2019-09-12 00:49:00,2
2019-09-12 00:50:00,2
2019-09-12 00:51:00,3
2019-09-12 00:52:00,2
2019-09-12 00:53:00,3
2019-09-12 00:54:00,3
2019-09-12 00:55:00,2
2019-09-12 00:56:00,3
2019-09-12 00:57:00,1
2019-09-12 00:58:00,2
2019-09-12 00:59:00,3
2019-09-12 01:00:00,2
2019-09-12 01:01:00,2
2019-09-12 01:02:00,2
2019-09-12 01:03:00,1
2019-09-12 01:04:00,1
2019-09-12 01:06:00,2
2019-09-12 01:07:00,1
2019-09-12 01:09:00,2
2019-09-12 01:10:00,3
2019-09-12 01:11:00,2
2019-09-12 01:12:00,2
2019-09-12 01:13:00,1
2019-09-12 01:14:00,2
2019-09-12 01:15:00,2
2019-09-12 01:16:00,3
2019-09-12 01:17:00,1
2019-09-12 01:18:00,3
2019-09-12 01:19:00,1
2019-09-12 01:20:00,3
2019-09-12 01:21:00,1
2019-09-12 01:22:00,3
2019-09-12 01:23:00,1
2019-09-12 01:24:00,3
2019-09-12 01:25:00,2
2019-09-12 01:26:00,2
2019-09-12 01:27:00,2
2019-09-12 01:28:00,2
2019-09-12 01:29:00,2
2019-09-12 01:30:00,1
2019-09-12 01:31:00,2
2019-09-12 01:32:00,1
2019-09-12 01:33:00,2
2019-09-12 01:34:00,2
2019-09-12 01:35:00,2
2019-09-12 01:36:00,3
2019-09-12 01:37:00,2
2019-09-12 01:38:00,2
2019-09-12 01:39:00,2
2019-09-12 01:40:00,1
2019-09-12 01:41:00,2
2019-09-12 01:42:00,2
2019-09-12 01:43:00,1
2019-09-12 01:44:00,2
