113,select * from Field where fieldId=#
2019-09-12 00:12:00,1
2019-09-12 00:19:00,1
2019-09-12 00:25:00,1
2019-09-12 00:31:00,17
2019-09-12 00:57:00,1
2019-09-12 01:13:00,1
2019-09-12 01:16:00,1
2019-09-12 01:20:00,1
2019-09-12 01:37:00,1
2019-09-12 01:38:00,1
2019-09-12 01:53:00,1
2019-09-12 04:08:00,2
2019-09-12 04:11:00,1
2019-09-12 04:45:00,1
2019-09-12 04:49:00,1
2019-09-12 04:53:00,1
2019-09-12 04:55:00,1
2019-09-12 05:27:00,1
2019-09-12 05:29:00,1
2019-09-12 05:38:00,1
2019-09-12 05:59:00,1
2019-09-12 06:10:00,1
2019-09-12 06:27:00,1
2019-09-12 06:32:00,1
2019-09-12 06:37:00,1
2019-09-12 06:49:00,1
2019-09-12 07:03:00,1
2019-09-12 07:09:00,1
2019-09-12 07:24:00,1
2019-09-12 07:28:00,1
2019-09-12 07:37:00,1
2019-09-12 07:40:00,1
2019-09-12 07:47:00,1
2019-09-12 07:48:00,1
2019-09-12 08:14:00,1
2019-09-12 08:15:00,1
2019-09-12 08:19:00,1
2019-09-12 08:34:00,1
2019-09-12 09:01:00,1
2019-09-12 09:12:00,1
2019-09-12 09:34:00,1
2019-09-12 10:03:00,1
2019-09-12 10:04:00,6
2019-09-12 10:05:00,2
2019-09-12 10:22:00,1
2019-09-12 10:31:00,1
2019-09-12 10:40:00,1
2019-09-12 10:48:00,1
2019-09-12 11:04:00,1
2019-09-12 11:17:00,1
2019-09-12 12:42:00,1
2019-09-12 12:53:00,1
2019-09-12 12:56:00,1
2019-09-12 14:14:00,1
2019-09-12 14:17:00,1
2019-09-12 14:38:00,1
2019-09-12 14:51:00,1
2019-09-12 14:56:00,1
2019-09-12 15:02:00,1
2019-09-12 15:14:00,1
2019-09-12 15:28:00,1
2019-09-12 15:33:00,1
2019-09-12 15:43:00,1
2019-09-12 16:27:00,1
2019-09-12 17:39:00,1
2019-09-12 17:41:00,6
2019-09-12 18:13:00,1
2019-09-12 19:42:00,1
2019-09-12 19:56:00,1
2019-09-12 20:14:00,1
2019-09-12 20:33:00,1
2019-09-12 20:41:00,1
2019-09-12 21:42:00,5
2019-09-12 21:46:00,4
2019-09-12 22:55:00,2
2019-09-12 23:45:00,1
2019-09-12 23:47:00,1
