55,select * from galSpecLine where specObjId=#
2019-09-12 04:35:00,1
2019-09-12 05:52:00,1
2019-09-12 06:38:00,1
2019-09-12 07:52:00,1
2019-09-12 08:18:00,1
2019-09-12 08:28:00,1
2019-09-12 09:21:00,1
2019-09-12 10:42:00,1
2019-09-12 14:02:00,1
2019-09-12 14:33:00,1
2019-09-12 15:52:00,1
2019-09-12 16:17:00,9
2019-09-12 16:18:00,5
2019-09-12 17:46:00,10
2019-09-12 17:47:00,2
2019-09-12 18:17:00,1
2019-09-12 18:19:00,1
2019-09-12 19:17:00,1
2019-09-12 19:43:00,1
2019-09-12 20:42:00,1
2019-09-12 21:14:00,1
2019-09-12 21:43:00,9
2019-09-12 21:44:00,2
2019-09-12 23:45:00,1
