473,select * from FramePathProcessing where processed = # ORDER BY Id
2019-07-11 00:00:00,30
2019-07-11 00:01:00,33
2019-07-11 00:02:00,33
2019-07-11 00:03:00,33
2019-07-11 00:04:00,32
2019-07-11 00:05:00,31
2019-07-11 00:06:00,33
2019-07-11 00:07:00,33
2019-07-11 00:08:00,29
2019-07-11 13:29:00,1
2019-07-11 15:02:00,21
2019-07-11 15:03:00,32
2019-07-11 15:04:00,32
2019-07-11 15:05:00,32
2019-07-11 15:06:00,33
2019-07-11 15:07:00,32
2019-07-11 17:38:00,1
2019-07-11 17:40:00,1
2019-07-11 17:47:00,1
