3,"SELECT objID, htmID, z, ra, dec, cx, cy, cz, class, subClass, type, survey, programname FROM SpecPhoto WHERE (htmid*# & #) < (#)"
2019-07-11 09:52:00,1
2019-07-11 09:57:00,2
