13,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-07-11 13:47:00,1
2019-07-11 13:49:00,1
2019-07-11 13:55:00,1
2019-07-11 13:59:00,1
2019-07-11 14:05:00,1
2019-07-11 14:09:00,1
2019-07-11 14:13:00,1
2019-07-11 14:19:00,1
2019-07-11 14:25:00,1
2019-07-11 14:31:00,1
2019-07-11 14:35:00,1
2019-07-11 14:42:00,1
2019-07-11 14:49:00,1
