881,"select [indexMapID],[code],[type],[tableName],[fieldList],[foreignKey] from IndexMap  where tableName=&&& order by [indexMapId]"
2019-07-11 00:00:00,42
2019-07-11 00:07:00,84
2019-07-11 02:38:00,42
2019-07-11 03:28:00,42
2019-07-11 04:08:00,18
2019-07-11 10:02:00,42
2019-07-11 10:03:00,42
2019-07-11 10:27:00,42
2019-07-11 10:30:00,1
2019-07-11 10:32:00,42
2019-07-11 13:05:00,42
2019-07-11 13:19:00,42
2019-07-11 14:08:00,42
2019-07-11 14:42:00,42
2019-07-11 15:21:00,42
2019-07-11 17:10:00,42
2019-07-11 17:23:00,18
2019-07-11 18:08:00,46
2019-07-11 19:59:00,42
2019-07-11 20:43:00,42
2019-07-11 23:05:00,42
2019-07-11 23:32:00,42
