92,"SELECT s.specObjID as spec_id, dbo.fGetUrlFitsSpectrum(s.specObjId) as spec_url FROM PhotoObj AS p JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE p.ra BETWEEN # AND # AND p.dec BETWEEN # AND # AND p.type=# AND s.snMedian>#"
2019-06-07 05:00:00,1
2019-06-07 05:15:00,1
2019-06-07 05:27:00,1
2019-06-07 05:28:00,8
2019-06-07 05:29:00,6
2019-06-07 05:30:00,3
2019-06-07 05:32:00,8
2019-06-07 05:33:00,8
2019-06-07 05:34:00,8
2019-06-07 05:35:00,7
2019-06-07 05:36:00,6
2019-06-07 05:37:00,7
2019-06-07 05:38:00,6
2019-06-07 05:39:00,7
2019-06-07 05:40:00,6
2019-06-07 05:41:00,7
2019-06-07 05:42:00,2
